"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total"
"3 mai 2024 11:52:10 UTC","22193394802","Frais de stock Expédié par Amazon","","","Frais du service de transport entrant","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3 mai 2024 14:49:08 UTC","22193394802","Commande","405-9275023-6585966","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","la petite raon","vosges","88210","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"3 mai 2024 16:12:18 UTC","22193394802","Commande","407-8213913-7036304","M9-LX14-0TJH","Lot de 6 Antiparasitaires Intérieur - Répulsif Ultrason - Répulsif à ultrasons pour Souris - Lutte antiparasitaire Efficace pour Les rongeurs, Les","1","amazon.fr","Amazon","BAZOQUES","","27230","MarketplaceFacilitator","33,29","6,66","5,82","1,17","0","0","0","0","-7,83","-6,17","-11,00","0","0","21,94"
"3 mai 2024 16:43:22 UTC","22193394802","Commande","403-8625287-3044310","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","SIN LE NOBLE","","59450","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"3 mai 2024 17:16:53 UTC","22193394802","Commande","171-3367343-0038767","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Montgeron","","91230","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"3 mai 2024 18:57:33 UTC","22193394802","Commande","404-5351192-5920323","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Paris","","75010","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"3 mai 2024 19:21:13 UTC","22193394802","Commande","402-0355028-4326763","M9-LX14-0TJH","Lot de 6 Antiparasitaires Intérieur - Répulsif Ultrason - Répulsif à ultrasons pour Souris - Lutte antiparasitaire Efficace pour Les rongeurs, Les","1","amazon.fr","Amazon","Merignac","","33700","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"4 mai 2024 03:43:49 UTC","22224402922","Transfert","","","vers le compte finissant en : 269","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-421,75","-421,75"
"4 mai 2024 07:31:10 UTC","22224402922","Commande","403-6438708-8316314","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Bordeaux","Aquitaine","33950","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"4 mai 2024 10:33:02 UTC","22224402922","Commande","403-2596480-9629155","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Chauffailles","","71170","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"4 mai 2024 17:13:34 UTC","22224402922","Commande","406-6683479-7606707","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","saint michel de montaigne","","24230","","39,95","0","3,99","0","0","0","-3,99","0","0","-6,17","-5,18","0","0","28,60"
"4 mai 2024 20:08:13 UTC","22224402922","Commande","407-3254422-1009153","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Liglet","","86290","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"4 mai 2024 21:24:34 UTC","22224402922","Commande","171-1565998-7603526","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Goussainville","","95190","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"4 mai 2024 23:02:23 UTC","22224402922","Commande","406-6286825-2432368","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Bonnetable","","72110","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"5 mai 2024 02:08:20 UTC","22224402922","Commande","404-5444589-3416364","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Metz","","57000","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"5 mai 2024 02:16:37 UTC","22224402922","Commande","408-2206022-0965165","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Lancon Provence","","13680","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"5 mai 2024 13:50:51 UTC","22224402922","Commande","402-7999738-9408320","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","CHASSIEU","","69680","MarketplaceFacilitator","33,29","6,66","3,32","0,67","0","0","-3,32","-0,67","-6,66","-6,17","-5,18","0","0","21,94"
"5 mai 2024 14:00:02 UTC","22224402922","Commande","407-8473136-3345919","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Paris","","75020","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"5 mai 2024 21:18:31 UTC","22224402922","Commande","406-7258601-9561134","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","malemort sur corrèze","","19360","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"5 mai 2024 23:08:52 UTC","22224402922","Commande","407-6545589-4764330","M9-LX14-0TJH","Lot de 6 Antiparasitaires Intérieur - Répulsif Ultrason - Répulsif à ultrasons pour Souris - Lutte antiparasitaire Efficace pour Les rongeurs, Les","1","amazon.fr","Amazon","Ermont","IDF","95120","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"6 mai 2024 04:03:18 UTC","22224402922","Commande","404-8237973-5270744","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","VIONS","","73310","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"6 mai 2024 08:46:19 UTC","22224402922","Commande","402-1445099-4349955","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","LARMOR BADEN","","56870","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"6 mai 2024 10:09:58 UTC","22224402922","Commande","402-8452245-6474758","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","LAFFREY","","38220","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"6 mai 2024 10:39:58 UTC","22224402922","Commande","408-4139504-3693113","M9-LX14-0TJH","Lot de 6 Antiparasitaires Intérieur - Répulsif Ultrason - Répulsif à ultrasons pour Souris - Lutte antiparasitaire Efficace pour Les rongeurs, Les","1","amazon.fr","Amazon","Les fins","","25500","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"6 mai 2024 14:13:52 UTC","22224402922","Commande","406-1374050-8585929","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Les Chavannes En Maurienne","","73660","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"6 mai 2024 14:41:43 UTC","22224402922","Commande","408-8657224-5013912","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","MELISEY","","89430","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"6 mai 2024 15:18:18 UTC","22224402922","Commande","402-5086378-5001109","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Boissey","","01190","","39,95","0","3,49","0","0","0","0","0","0","-6,17","-8,09","0","0","29,18"
"6 mai 2024 16:57:16 UTC","22224402922","Remboursement","405-3283886-2073931","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Rouen","","76000","MarketplaceFacilitator","-33,29","-6,66","0","0","0","0","0","0","6,66","4,94","0","0","0","-28,35"
"6 mai 2024 21:47:50 UTC","22224402922","Commande","405-1501050-5181914","M9-LX14-0TJH","Lot de 6 Antiparasitaires Intérieur - Répulsif Ultrason - Répulsif à ultrasons pour Souris - Lutte antiparasitaire Efficace pour Les rongeurs, Les","1","amazon.fr","Amazon","PRESSIGNY LES PINS","","45290","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"7 mai 2024 00:01:50 UTC","22224402922","Commande","403-6285214-1428340","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Palaiseau","Ile-De-France","91120","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"7 mai 2024 03:46:33 UTC","22224402922","Commande","403-7040124-6760348","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","chateauvieux","","05000","MarketplaceFacilitator","33,29","6,66","1,11","0,22","0","0","-1,11","-0,22","-6,66","-6,17","-5,18","0","0","21,94"
"7 mai 2024 05:12:01 UTC","22224402922","Transfert","","","vers le compte finissant en : 269","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-365,11","-365,11"
"7 mai 2024 17:46:46 UTC","22224402922","Commande","408-5144116-8965102","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","L'ISLE D'ABEAU","","38080","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"7 mai 2024 18:09:09 UTC","22224402922","Commande","405-0070612-1481110","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Etalle","","6740","MarketplaceFacilitator","33,29","6,99","2,47","0,52","0","0","-2,47","-0,52","-6,99","-6,17","-5,18","0","0","21,94"
"8 mai 2024 22:17:49 UTC","22224402922","Commande","404-8245769-8463542","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Gravelines","","59820","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"9 mai 2024 03:19:23 UTC","22224402922","Commande","402-3160651-1349928","M9-LX14-0TJH","Lot de 6 Antiparasitaires Intérieur - Répulsif Ultrason - Répulsif à ultrasons pour Souris - Lutte antiparasitaire Efficace pour Les rongeurs, Les","1","amazon.fr","Amazon","Rueil Malmaison","","92500","MarketplaceFacilitator","33,29","6,66","3,32","0,67","0","0","-3,32","-0,67","-6,66","-6,17","-5,18","0","0","21,94"
"9 mai 2024 14:08:30 UTC","22224402922","Commande","404-2305824-3335562","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","oderen","","68830","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"9 mai 2024 14:10:13 UTC","22224402922","Commande","171-7595028-2089905","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","PARIS","","75017","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"9 mai 2024 15:13:28 UTC","22224402922","Commande","406-9391363-7619503","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","BAUGY","","71110","MarketplaceFacilitator","33,29","6,66","3,32","0,67","0","0","-3,32","-0,67","-6,66","-6,17","-5,18","0","0","21,94"
"9 mai 2024 21:41:26 UTC","22224402922","Commande","171-4706312-7742763","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Moulin Mage","","81320","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"10 mai 2024 13:45:26 UTC","22224402922","Commande","405-7465727-4267512","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","Venasque","","84210","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-6,17","-5,18","0","0","21,94"
"10 mai 2024 15:06:26 UTC","22224402922","Frais de stock Expédié par Amazon","","","Frais de stockage Expédié par Amazon","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-15,35","-15,35"
"11 mai 2024 18:22:17 UTC","22235063212","Ajustement","402-5766154-4905161","2G-9GTP-PKUU","Remboursement Stock Expédié par Amazon - Retour Client ","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","21,94","21,94"
"13 mai 2024 05:50:39 UTC","22235063212","Frais de stock Expédié par Amazon","2405091C9X","","Frais de retour Expédié par Amazon ","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-41,40","-41,40"
"13 mai 2024 05:50:46 UTC","22235063212","Frais de stock Expédié par Amazon","2405091C9X","","Frais de retour Expédié par Amazon ","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-28,52","-28,52"
"14 mai 2024 05:06:24 UTC","22235063212","Transfert","","","vers le compte finissant en : 269","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-363,20","-363,20"
"15 mai 2024 13:54:23 UTC","22275855792","Remboursement","407-6545589-4764330","M9-LX14-0TJH","Lot de 6 Antiparasitaires Intérieur - Répulsif Ultrason - Répulsif à ultrasons pour Souris - Lutte antiparasitaire Efficace pour Les rongeurs, Les","1","amazon.fr","Amazon","Ermont","IDF","95120","MarketplaceFacilitator","-33,29","-6,66","0","0","0","0","0","0","6,66","4,94","0","0","0","-28,35"
"15 mai 2024 18:51:43 UTC","22275855792","Remboursement","402-8452245-6474758","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","LAFFREY","","38220","MarketplaceFacilitator","-33,29","-6,66","0","0","0","0","0","0","6,66","4,94","0","0","0","-28,35"
"16 mai 2024 03:46:17 UTC","22275855792","Transfert","","","vers le compte finissant en : 269","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-467,99","-467,99"
"17 mai 2024 13:51:18 UTC","22295552022","Remboursement","408-0605321-9818718","M9-LX14-0TJH","Lot de 6 Antiparasitaires Intérieur - Répulsif Ultrason - Répulsif à ultrasons pour Souris - Lutte antiparasitaire Efficace pour Les rongeurs, Les","1","amazon.fr","Amazon","ROQUEVAIRE","","13360","MarketplaceFacilitator","-33,29","-6,66","0","0","0","0","0","0","6,66","4,94","0","0","0","-28,35"
"18 mai 2024 02:35:23 UTC","22295552022","Transfert","","","vers le compte finissant en : 269","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-287,41","-287,41"
"21 mai 2024 08:26:09 UTC","22311316432","Frais de stock Expédié par Amazon","24051518KI","","Frais de retour Expédié par Amazon ","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-10,58","-10,58"
"21 mai 2024 08:26:30 UTC","22311316432","Frais de stock Expédié par Amazon","24051518KI","","Frais de retour Expédié par Amazon ","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-3,22","-3,22"
"21 mai 2024 08:26:37 UTC","22311316432","Frais de stock Expédié par Amazon","24051518KI","","Frais de retour Expédié par Amazon ","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-3,68","-3,68"
"21 mai 2024 08:26:37 UTC","22311316432","Frais de stock Expédié par Amazon","24051518KI","","Frais de retour Expédié par Amazon ","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-0,46","-0,46"
"21 mai 2024 08:26:41 UTC","22311316432","Frais de stock Expédié par Amazon","24051518KI","","Frais de retour Expédié par Amazon ","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-4,14","-4,14"
"21 mai 2024 18:34:31 UTC","22311316432","Frais de stock Expédié par Amazon","240518V5G","","Frais de retour Expédié par Amazon ","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-0,67","-0,67"
"21 mai 2024 19:16:18 UTC","22311316432","Remboursement","403-8625287-3044310","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","SIN LE NOBLE","","59450","MarketplaceFacilitator","-33,29","-6,66","0","0","0","0","0","0","6,66","4,94","0","0","0","-28,35"
"23 mai 2024 03:34:57 UTC","22311316432","Transfert","","","vers le compte finissant en : 269","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-171,85","-171,85"
"23 mai 2024 20:04:23 UTC","22311316432","Remboursement","171-7595028-2089905","2G-9GTP-PKUU","RUNADI Repulsif Moustique - Répulsif Ultrason Souris 6 Paquets Anti Souris, Rats, araignées, cafards, Mouches, puces, ravageurs - Ultrason Souris -","1","amazon.fr","Amazon","PARIS","","75017","MarketplaceFacilitator","-33,29","-6,66","0","0","0","0","0","0","6,66","4,94","0","0","0","-28,35"
