"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Jun 2, 2024 12:31:22 AM PDT","20672578641","Order","114-4794964-3794650","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","SILVER SPRING","MD","20905-5719","MarketplaceFacilitator","26.45","1.59","0","0","0","0","0","0","0","0","-1.59","-3.97","-4.15","0","0","18.33"
"Jun 2, 2024 12:31:27 AM PDT","20672578641","FBA Customer Return Fee","114-6322660-6913026","X0047S56TH","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jun 2, 2024 12:32:16 AM PDT","20672578641","FBA Customer Return Fee","114-6322660-6913026","X0047S56TH","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jun 2, 2024 12:32:30 AM PDT","20672578641","FBA Customer Return Fee","114-6322660-6913026","X0047S56TH","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jun 2, 2024 12:33:11 AM PDT","20672578641","Order","114-8097149-9877052","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","HEPHZIBAH","GA","30815-4128","MarketplaceFacilitator","26.45","2.25","0","0","0","0","0","0","0","0","-2.25","-3.97","-4.15","0","0","18.33"
"Jun 2, 2024 1:08:12 AM PDT","20672578641","FBA Customer Return Fee","114-1911020-4617045","X0047S56TH","FBA Customer Return Per Unit Fee (Apparel & Shoes)","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jun 2, 2024 1:31:18 AM PDT","20672578641","Order","112-6133273-3562613","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","WAPAKONETA","OH","45895-1517","MarketplaceFacilitator","25.45","1.85","0","0","0","0","0","0","0","0","-1.85","-3.82","-3.79","0","0","17.84"
"Jun 2, 2024 1:52:15 AM PDT","20672578641","Order","112-0513219-4329861","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","CANYON LAKE","TX","78133-2137","MarketplaceFacilitator","26.45","2.18","0","0","0","0","0","0","0","0","-2.18","-3.97","-4.15","0","0","18.33"
"Jun 2, 2024 7:21:09 AM PDT","20672578641","Order","111-9301141-1601055","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","Murfreesboro","Tennessee","37130","MarketplaceFacilitator","26.45","2.58","0","0","0","0","0","0","0","0","-2.58","-3.97","0","0","0","22.48"
"Jun 2, 2024 11:03:55 AM PDT","20672578641","Order","112-3294612-2065020","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","LODI","WI","53555-9338","MarketplaceFacilitator","22.95","1.26","0","0","0","0","0","0","0","0","-1.26","-3.44","-3.68","0","0","15.83"
"Jun 2, 2024 11:42:26 AM PDT","20672578641","Order","114-5598483-2295445","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","COLLINSVILLE","TX","76233-3531","MarketplaceFacilitator","26.45","1.65","0","0","0","0","0","0","0","0","-1.65","-3.97","-4.15","0","0","18.33"
"Jun 2, 2024 5:53:52 PM PDT","20672578641","Order","112-3066314-2834664","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","MERRICK","NY","11566-1829","MarketplaceFacilitator","22.95","1.98","0","0","0","0","0","0","0","0","-1.98","-3.44","-3.68","0","0","15.83"
"Jun 2, 2024 6:14:53 PM PDT","20672578641","Order","112-6555455-8093842","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","MESA","AZ","85208-1516","MarketplaceFacilitator","26.45","2.20","0","0","0","0","0","0","0","0","-2.20","-3.97","-4.15","0","0","18.33"
"Jun 2, 2024 6:23:57 PM PDT","20672578641","Order","113-2472646-9313067","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","GARDEN CITY","ID","83714-4838","MarketplaceFacilitator","25.45","1.53","0.23","0","0","0","0","0","-0.23","0","-1.53","-3.82","0","0","0","21.63"
"Jun 2, 2024 7:02:23 PM PDT","20672578641","Order","114-1091998-8775469","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","BROOKLYN","New York","11226","MarketplaceFacilitator","26.45","2.35","0","0","0","0","0","0","0","0","-2.35","-3.97","-4.15","0","0","18.33"
"Jun 2, 2024 7:02:35 PM PDT","20672578641","Order","113-3625475-9296204","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","BASKING RIDGE","NJ","07920-2024","MarketplaceFacilitator","26.45","1.75","0","0","0","0","0","0","0","0","-1.75","-3.97","-4.15","0","0","18.33"
"Jun 2, 2024 9:03:10 PM PDT","20672578641","Order","111-0902716-9242661","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","York","PA","17404-9052","MarketplaceFacilitator","22.95","1.38","0","0","0","0","0","0","0","0","-2.76","-6.88","-3.68","0","0","11.01"
"Jun 2, 2024 9:03:10 PM PDT","20672578641","Order","111-0902716-9242661","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","York","PA","17404-9052","","22.95","1.38","0","0","0","0","0","0","0","0","0","0","-3.68","0","0","20.65"
"Jun 2, 2024 9:44:08 PM PDT","20672578641","Order","113-4626172-5021844","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","Henderson","NV","89015","MarketplaceFacilitator","26.45","2.22","0","0","0","0","0","0","0","0","-2.22","-3.97","-4.15","0","0","18.33"
"Jun 2, 2024 9:44:13 PM PDT","20672578641","Order","111-5260712-7435438","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","2","amazon.com","Standard Orders","Amazon","LAS VEGAS","NV","89103-4305","MarketplaceFacilitator","52.90","4.44","0","0","0","0","0","0","0","0","-4.44","-7.94","-8.30","0","0","36.66"
"Jun 2, 2024 10:16:43 PM PDT","20672578641","Order","112-1465357-6513837","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","SANTA ANA","CA","92704-3019","MarketplaceFacilitator","26.45","2.45","1.00","0","0","0","0","0","-1.00","0","-2.45","-3.97","-4.15","0","0","18.33"
"Jun 2, 2024 11:50:59 PM PDT","20672578641","Order","114-1646540-8077035","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","BRIDGEVILLE","DE","19933-3622","","22.95","0","0","0","0","0","0","0","0","0","0","-3.44","0","0","0","19.51"
"Jun 3, 2024 5:36:08 AM PDT","20672578641","Order","113-5963909-4543433","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","NEW YORK","NY","10065-7957","MarketplaceFacilitator","26.45","2.35","0","0","0","0","0","0","0","0","-2.35","-3.97","-4.15","0","0","18.33"
"Jun 3, 2024 7:10:48 AM PDT","20672578641","Order","111-2224699-9624256","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","GREENSBORO","NC","27407-9750","MarketplaceFacilitator","22.95","1.55","0","0","0","0","0","0","0","0","-1.55","-3.44","-3.68","0","0","15.83"
"Jun 3, 2024 8:22:18 AM PDT","20672578641","Order","112-0538397-5386651","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","KATY","TX","77494-4828","MarketplaceFacilitator","22.95","1.43","0","0","0","0","0","0","0","0","-1.43","-3.44","-3.68","0","0","15.83"
"Jun 3, 2024 10:22:49 AM PDT","20672578641","Order","113-1092995-4994613","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","SACRAMENTO","CA","95826-5007","MarketplaceFacilitator","22.95","1.78","0","0","0","0","0","0","0","0","-1.78","-3.44","-3.68","0","0","15.83"
"Jun 3, 2024 10:41:40 AM PDT","20672578641","Order","111-7362159-3797859","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","SAINT ALBANS","VT","05478-1712","MarketplaceFacilitator","22.95","1.61","0","0","0","0","0","0","0","0","-1.61","-3.44","-3.68","0","0","15.83"
"Jun 3, 2024 11:43:46 AM PDT","20672578641","Order","112-9529770-3581011","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","Medellin","Antioquia","050021","","26.45","0","9.73","0","0","0","0","0","-9.73","0","0","-3.97","-4.15","0","0","18.33"
"Jun 3, 2024 12:11:26 PM PDT","20672578641","Order","113-8841973-0362612","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","Wallace","MI","49893","MarketplaceFacilitator","25.45","1.53","0","0","0","0","0","0","0","0","-1.53","-3.82","0","0","0","21.63"
"Jun 3, 2024 12:46:42 PM PDT","20672578641","Order","112-4709803-2709016","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","LEESBURG","VA","20176-3936","MarketplaceFacilitator","25.45","1.53","0","0","0","0","0","0","0","0","-1.53","-3.82","0","0","0","21.63"
"Jun 3, 2024 12:53:18 PM PDT","20672578641","Order","114-1919673-8689032","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","NEWPORT","OR","97365-4906","","25.45","0","0","0","0","0","0","0","0","0","0","-3.82","0","0","0","21.63"
"Jun 3, 2024 1:41:51 PM PDT","20672578641","Order","113-2955050-0444246","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","RIO","WI","53960-9100","MarketplaceFacilitator","22.95","1.26","0","0","0","0","0","0","0","0","-1.26","-3.44","-3.68","0","0","15.83"
"Jun 3, 2024 1:59:30 PM PDT","20672578641","Refund","111-6841577-0360241","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","LOCKPORT","NY","14094-9628","MarketplaceFacilitator","-25.45","-2.04","0","0","0","0","0","0","0","0","2.04","3.06","0","0","0","-22.39"
"Jun 3, 2024 2:11:46 PM PDT","20672578641","Refund","113-6531110-5588203","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","2","amazon.com","Standard Orders","Amazon","SCOTTSDALE","AZ","85258-3003","MarketplaceFacilitator","-50.90","-4.10","0","0","0","0","0","0","0","0","4.10","6.11","0","0","0","-44.79"
"Jun 3, 2024 3:40:59 PM PDT","20672578641","Order","111-1563962-2793014","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","SALT LAKE CITY","UT","84120-6019","MarketplaceFacilitator","26.45","1.92","0","0","0","0","0","0","0","0","-1.92","-3.97","-4.15","0","0","18.33"
"Jun 3, 2024 4:41:11 PM PDT","20672578641","Order","113-7843949-0134608","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","OAKHURST","CA","93644-9494","MarketplaceFacilitator","22.95","1.78","0","0","0","0","0","0","0","0","-1.78","-3.44","-3.68","0","0","15.83"
"Jun 3, 2024 5:11:53 PM PDT","20672578641","Order","113-8693923-8680246","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","FORT MOHAVE","AZ","86426-8931","MarketplaceFacilitator","22.95","1.29","0","0","0","0","0","0","0","0","-1.29","-3.44","-3.68","0","0","15.83"
"Jun 3, 2024 5:17:52 PM PDT","20672578641","Refund","114-5012936-3906608","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","WAUSAU","WI","54401-3439","MarketplaceFacilitator","-25.45","-1.40","0","0","0","0","0","0","0","0","1.40","3.06","0","0","0","-22.39"
"Jun 3, 2024 6:48:16 PM PDT","20672578641","Order","111-6323675-9012235","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","AUSTIN","TX","78735-1530","MarketplaceFacilitator","25.45","2.10","0","0","0","0","0","0","0","0","-2.10","-3.82","0","0","0","21.63"
"Jun 3, 2024 8:23:59 PM PDT","20672578641","Service Fee","","","Cost of Advertising","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-506.75","0","-506.75"
"Jun 3, 2024 8:34:14 PM PDT","20672578641","Order","114-5409212-6910612","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","LOUISVILLE","KY","40291-4331","MarketplaceFacilitator","25.45","1.53","0","0","0","0","0","0","0","0","-1.53","-3.82","0","0","0","21.63"
"Jun 3, 2024 9:06:50 PM PDT","20672578641","Order","112-3221662-4469012","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","HOLLISTER","MO","65672-5183","MarketplaceFacilitator","25.45","1.08","0","0","0","0","0","0","0","0","-1.08","-3.82","0","0","0","21.63"
"Jun 3, 2024 11:24:46 PM PDT","20672578641","Order","113-1977146-5276261","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","CHARLOTTE","NC","28226-6466","MarketplaceFacilitator","26.45","1.92","0","0","0","0","0","0","0","0","-1.92","-3.97","-4.15","0","0","18.33"
"Jun 3, 2024 11:24:55 PM PDT","20672578641","Order","113-0867975-9349058","O8-T874-63ZP","25 Inches Dog Calming Collar Adjustable - Calming Collar for Dogs - Pheromone Calming Dog Collar - Anxiety Collar for Dogs Natural Ingredient - Water-","1","amazon.com","Standard Orders","Amazon","STATEN ISLAND","NY","10305-2021","MarketplaceFacilitator","22.95","2.04","0","0","0","0","0","0","0","0","-2.04","-3.44","-3.68","0","0","15.83"
"Jun 4, 2024 12:54:23 AM PDT","20672578641","Order","112-0684473-9228213","6I-7JV3-2CET","Ultrasonic, Natural, Chemical Free Tick and Flea Repeller - Ultrasonic Flea and Tick Repeller for Dogs and Cats - Flea and Tick Treatment for Dogs, Sa","1","amazon.com","Standard Orders","Amazon","SPARTANBURG","SC","29301-2501","MarketplaceFacilitator","25.45","1.78","0","0","0","0","0","0","0","0","-1.78","-3.82","0","0","0","21.63"
"Jun 4, 2024 1:23:05 AM PDT","20672578641","Order","114-4279399-2253852","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","TULSA","OK","74137-5631","MarketplaceFacilitator","26.45","2.25","0","0","0","0","0","0","0","0","-2.25","-3.97","-4.15","0","0","18.33"
"Jun 4, 2024 1:24:39 AM PDT","20672578641","Order","114-6522671-6649006","E2-EE5Y-OMTQ","2 Packs Bug Zapper Indoor - Mosquito Indoor Killer - Indoor Mosquito Trap - Indoor Bug Zapper for Home - Electric Mosquito Killer - Indoor Mosquito Ki","1","amazon.com","Standard Orders","Amazon","ATASCOSA","TX","78002-5722","MarketplaceFacilitator","26.45","2.18","0","0","0","0","0","0","0","0","-2.18","-3.97","-4.15","0","0","18.33"
