"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"All amounts in USD, unless specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definitions:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selling fees: Includes variable closing fees and referral fees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date/time,settlement id,type,order id,sku,description,quantity,marketplace,account type,fulfillment,order city,order state,order postal,tax collection model,product sales,product sales tax,shipping credits,shipping credits tax,gift wrap credits,giftwrap credits tax,Regulatory Fee,Tax On Regulatory Fee,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total
"May 7, 2024 4:18:53 PM PDT",20295232071,Order,114-7318040-4879404,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,GAMBRILLS,MD,21054-1715,MarketplaceFacilitator,49.95,3,0,0,0,0,0,0,0,0,-3,-7.49,-4.15,0,0,38.31
"May 7, 2024 4:33:10 PM PDT",20295232071,Order,111-4321737-5877821,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,KEARNEY,MO,64060-8952,MarketplaceFacilitator,49.95,2.67,0,0,0,0,0,0,0,0,-2.67,-7.49,-4.15,0,0,38.31
"May 7, 2024 6:01:36 PM PDT",20295232071,Order,113-8500081-1914663,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,COLUMBUS,OH,43235-1749,MarketplaceFacilitator,49.95,3.75,0,0,0,0,0,0,0,0,-3.75,-7.49,-4.15,0,0,38.31
"May 8, 2024 2:24:57 AM PDT",20295232071,Order,111-5954720-0399417,L3-FVE0-RPMM,Effective Cat's Collars - 25 Inches Collars for Cats - Cats Collar from 100% Essential Oils - Flexible Adjustable Collar - Waterproof Cat Collar - Col,2,amazon.com,Standard Orders,Amazon,JACKSONVILLE,FL,32205-7515,MarketplaceFacilitator,60,4.5,0,0,0,0,0,0,0,0,-4.5,-9,-7.36,0,0,43.64
"May 8, 2024 9:40:10 AM PDT",20295232071,Order,112-4278391-3824230,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,GRANADA HILLS,CA,91344-2138,MarketplaceFacilitator,49.95,4.75,0,0,0,0,0,0,0,0,-4.75,-7.49,-4.15,0,0,38.31
"May 8, 2024 11:07:14 AM PDT",20295232071,Order,112-4691317-0993009,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,HOWARD BEACH,NY,11414,MarketplaceFacilitator,49.95,4.43,0,0,0,0,0,0,0,0,-4.43,-7.49,-4.15,0,0,38.31
"May 8, 2024 12:52:14 PM PDT",20295232071,Order,112-7501314-1881824,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,JAMAICA PLAIN,MA,02130-3038,MarketplaceFacilitator,49.95,3.12,0,0,0,0,0,0,0,0,-3.12,-7.49,-4.15,0,0,38.31
"May 8, 2024 3:25:44 PM PDT",20295232071,Order,111-9873255-0907414,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,JUPITER,FL,33478-4754,MarketplaceFacilitator,49.95,3.5,0,0,0,0,0,0,0,0,-3.5,-7.49,-4.15,0,0,38.31
"May 8, 2024 3:35:13 PM PDT",20295232071,Order,111-1081208-3745861,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,LAS CRUCES,NM,88001-3662,MarketplaceFacilitator,49.95,4.03,0,0,0,0,0,0,0,0,-4.03,-7.49,-4.15,0,0,38.31
"May 8, 2024 6:18:59 PM PDT",20295232071,Order,112-1155474-1847415,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,MASON,NH,03048-4712,,49.95,0,0,0,0,0,0,0,0,0,0,-7.49,-4.15,0,0,38.31
"May 9, 2024 8:27:09 AM PDT",20295232071,Order,114-0221205-3885834,LZ-Y7C5-0XCM,Sinobear Collar for Dog 12-Months - 25 Inches Collars for Dogs - Effective Dog's Collars - Waterproof Dog Collar - Dogs Collar from 100% Essential Oil,1,amazon.com,Standard Orders,Amazon,Somerset,Wisconsin,54025,MarketplaceFacilitator,25.95,1.43,0,0,0,0,0,0,0,0,-1.43,-3.89,-3.68,0,0,18.38
"May 9, 2024 10:03:48 AM PDT",20295232071,Order,111-1945987-9339456,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,BRANDYWINE,MD,20613-7606,MarketplaceFacilitator,49.95,3,0,0,0,0,0,0,0,0,-3,-7.49,-4.15,0,0,38.31
"May 9, 2024 11:45:27 AM PDT",20295232071,Order,113-8698708-3942621,LZ-Y7C5-0XCM,Sinobear Collar for Dog 12-Months - 25 Inches Collars for Dogs - Effective Dog's Collars - Waterproof Dog Collar - Dogs Collar from 100% Essential Oil,1,amazon.com,Standard Orders,Amazon,HAMLET,NC,28345-2554,MarketplaceFacilitator,25.95,1.75,3.4,0,0,0,0,0,-3.4,0,-5.25,-11.67,-3.68,0,0,7.1
"May 9, 2024 11:45:27 AM PDT",20295232071,Order,113-8698708-3942621,LZ-Y7C5-0XCM,Sinobear Collar for Dog 12-Months - 25 Inches Collars for Dogs - Effective Dog's Collars - Waterproof Dog Collar - Dogs Collar from 100% Essential Oil,1,amazon.com,Standard Orders,Amazon,HAMLET,NC,28345-2554,,25.95,1.75,3.4,0,0,0,0,0,-3.4,0,0,0,-3.68,0,0,24.02
"May 9, 2024 11:45:27 AM PDT",20295232071,Order,113-8698708-3942621,LZ-Y7C5-0XCM,Sinobear Collar for Dog 12-Months - 25 Inches Collars for Dogs - Effective Dog's Collars - Waterproof Dog Collar - Dogs Collar from 100% Essential Oil,1,amazon.com,Standard Orders,Amazon,HAMLET,NC,28345-2554,,25.95,1.75,3.39,0,0,0,0,0,-3.39,0,0,0,-3.68,0,0,24.02
"May 9, 2024 12:21:09 PM PDT",20295232071,Order,114-3828395-0443436,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,MONEE,IL,60449,MarketplaceFacilitator,49.95,4,0,0,0,0,0,0,0,0,-4,-7.49,-4.15,0,0,38.31
"May 9, 2024 5:59:20 PM PDT",20295232071,FBA Inventory Fee,,,FBA Inventory Storage Fee,,Amazon.com,Standard Orders,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"May 9, 2024 6:15:09 PM PDT",20295232071,Order,112-1579739-9161061,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,JAMAICA PLAIN,MA,02130-3038,MarketplaceFacilitator,49.95,3.12,0,0,0,0,0,0,0,0,-3.12,-7.49,-4.15,0,0,38.31
"May 9, 2024 7:00:07 PM PDT",20295232071,Order,112-5740178-9485820,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,CARRIERE,MS,39426-2657,MarketplaceFacilitator,49.95,3.5,2.06,0,0,0,0,0,-2.06,0,-3.5,-7.49,-4.15,0,0,38.31
"May 9, 2024 9:43:27 PM PDT",20295232071,Order,114-8205517-1757061,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,MANHATTAN,IL,60442-9503,MarketplaceFacilitator,49.95,4,0,0,0,0,0,0,0,0,-4,-7.49,-4.15,0,0,38.31
"May 10, 2024 12:05:43 AM PDT",20295232071,Order,111-4332253-2991439,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,WEST BLOOMFIELD,MI,48322-4331,MarketplaceFacilitator,49.95,3,0,0,0,0,0,0,0,0,-3,-7.49,-4.15,0,0,38.31
"May 10, 2024 2:24:46 PM PDT",20295232071,Order,114-5123299-2725829,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,SHIRLEY,NY,11967-4012,MarketplaceFacilitator,49.95,4.31,0,0,0,0,0,0,0,0,-4.31,-7.49,-4.15,0,0,38.31
"May 10, 2024 3:06:03 PM PDT",20295232071,Order,113-1644162-3942648,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,BALTIMORE,MD,21209-4308,MarketplaceFacilitator,49.95,3,0,0,0,0,0,0,0,0,-3,-7.49,-4.15,0,0,38.31
"May 10, 2024 3:29:48 PM PDT",20295232071,Order,112-0166477-1925810,LZ-Y7C5-0XCM,Sinobear Collar for Dog 12-Months - 25 Inches Collars for Dogs - Effective Dog's Collars - Waterproof Dog Collar - Dogs Collar from 100% Essential Oil,1,amazon.com,Standard Orders,Amazon,WILLIAMSTOWN,NJ,08094-3349,MarketplaceFacilitator,25.95,1.72,0,0,0,0,0,0,0,0,-1.72,-3.89,-3.68,0,0,18.38
"May 10, 2024 4:14:16 PM PDT",20295232071,Order,114-1313200-3453835,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,HARTLAND,WI,53029-8889,MarketplaceFacilitator,49.95,2.5,0,0,0,0,0,0,0,0,-2.5,-7.49,-4.15,0,0,38.31
"May 10, 2024 6:56:00 PM PDT",20295232071,Order,113-0388838-6074620,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,FAIRVIEW,TN,37062-8312,MarketplaceFacilitator,49.95,4.87,0,0,0,0,0,0,0,0,-4.87,-7.49,-4.15,0,0,38.31
"May 10, 2024 7:26:05 PM PDT",20295232071,Order,111-1611785-4523418,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,LAKE VIEW,IA,51450-7356,MarketplaceFacilitator,49.95,3.5,0,0,0,0,0,0,0,0,-3.5,-7.49,-4.15,0,0,38.31
"May 10, 2024 7:59:31 PM PDT",20295232071,Order,113-0339039-1081813,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,KINGSTON,GA,30145-1306,MarketplaceFacilitator,49.95,3.5,0,0,0,0,0,0,0,0,-3.5,-7.49,-4.15,0,0,38.31
"May 10, 2024 9:22:03 PM PDT",20295232071,Order,114-7444889-0386654,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,YOUNGSVILLE,NC,27596-8701,MarketplaceFacilitator,49.95,3.37,0,0,0,0,0,0,0,0,-3.37,-7.49,-4.15,0,0,38.31
"May 11, 2024 9:16:53 AM PDT",20295232071,Order,114-1555259-2577066,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,MIAMI,FL,33195-3609,MarketplaceFacilitator,49.95,3.5,1.81,0,0,0,0,0,-1.81,0,-3.5,-7.49,-4.15,0,0,38.31
"May 11, 2024 10:11:20 AM PDT",20295232071,Order,113-0944097-4581039,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,ALLENTOWN,PA,18103-6720,MarketplaceFacilitator,49.95,3,0,0,0,0,0,0,0,0,-3,-7.49,-4.15,0,0,38.31
"May 11, 2024 11:20:27 AM PDT",20295232071,Order,114-8368934-2512226,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,CHADDS FORD,PA,19317-9163,MarketplaceFacilitator,49.95,3,6.99,0.42,0,0,0,0,0,0,-3.42,-7.49,-11.14,0,0,38.31
"May 11, 2024 2:16:11 PM PDT",20295232071,Order,111-1916842-7199430,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,3,amazon.com,Standard Orders,Amazon,SAN FRANCISCO,CALIFORNIA,94131-2735,MarketplaceFacilitator,149.85,12.93,0,0,0,0,0,0,0,0,-12.93,-22.47,-12.45,0,0,114.93
"May 11, 2024 4:12:56 PM PDT",20295232071,Order,112-0206805-5413868,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,SANTA FE,NM,87501-1806,MarketplaceFacilitator,49.95,4.09,0,0,0,0,0,0,0,0,-4.09,-7.49,-4.15,0,0,38.31
"May 11, 2024 8:54:35 PM PDT",20295232071,Order,112-4739480-1233034,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,McLean,Virginia,22101,MarketplaceFacilitator,49.95,3,0,0,0,0,0,0,0,0,-3,-7.49,-4.15,0,0,38.31
"May 11, 2024 9:31:34 PM PDT",20295232071,Order,112-2362949-7875452,LZ-Y7C5-0XCM,Sinobear Collar for Dog 12-Months - 25 Inches Collars for Dogs - Effective Dog's Collars - Waterproof Dog Collar - Dogs Collar from 100% Essential Oil,1,amazon.com,Standard Orders,Amazon,CHURCHVILLE,VA,24421-2622,MarketplaceFacilitator,25.95,1.38,0,0,0,0,0,0,0,0,-1.38,-3.89,-3.68,0,0,18.38
"May 12, 2024 12:22:34 AM PDT",20295232071,Order,114-8158382-4234619,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,SAINT MARYS,KS,66536-9111,MarketplaceFacilitator,49.95,4,0,0,0,0,0,0,0,0,-4,-7.49,-4.15,0,0,38.31
"May 12, 2024 1:54:21 AM PDT",20295232071,Order,111-4205391-2341812,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,Shepherdstown,WV,25443,MarketplaceFacilitator,49.95,3.5,0,0,0,0,0,0,0,0,-3.5,-7.49,-4.15,0,0,38.31
"May 12, 2024 2:22:36 AM PDT",20295232071,Order,114-0075666-2141805,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,WILMETTE,IL,60091-2831,MarketplaceFacilitator,49.95,5,0,0,0,0,0,0,0,0,-5,-7.49,-4.15,0,0,38.31
"May 12, 2024 3:57:02 AM PDT",20295232071,Order,111-3923874-6865019,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,SYRACUSE,NEW YORK,13206-3419,MarketplaceFacilitator,49.95,4,0,0,0,0,0,0,0,0,-4,-7.49,-4.15,0,0,38.31
"May 12, 2024 11:02:51 AM PDT",20295232071,Service Fee,,,Cost of Advertising,,,Standard Orders,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-150.98,0,-150.98
"May 12, 2024 11:27:58 AM PDT",20295232071,Order,111-6048454-9616226,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,SOUTHERN PINES,NC,28387-7120,MarketplaceFacilitator,49.95,3.5,0,0,0,0,0,0,0,0,-3.5,-7.49,-4.15,0,0,38.31
"May 12, 2024 12:12:02 PM PDT",20295232071,Order,114-6720116-7510657,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,JOELTON,TENNESSEE,37080-9412,MarketplaceFacilitator,49.95,4.62,0,0,0,0,0,0,0,0,-4.62,-7.49,-4.15,0,0,38.31
"May 12, 2024 6:36:42 PM PDT",20295232071,Order,114-0919637-0180250,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,ORLANDO,FL,32804-6332,MarketplaceFacilitator,49.95,3.25,0,0,0,0,0,0,0,0,-3.25,-7.49,-4.15,0,0,38.31
"May 12, 2024 6:46:16 PM PDT",20295232071,Order,111-1673316-0150653,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,2,amazon.com,Standard Orders,Amazon,FRISCO,TX,75034-6671,MarketplaceFacilitator,99.9,8.24,0,0,0,0,0,0,0,0,-8.24,-14.98,-8.3,0,0,76.62
"May 12, 2024 9:44:58 PM PDT",20295232071,Order,111-0155626-6215445,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,SANDY HOOK,CT,06482-1486,MarketplaceFacilitator,49.95,3.17,0,0,0,0,0,0,0,0,-3.17,-7.49,-4.15,0,0,38.31
"May 12, 2024 10:05:03 PM PDT",20295232071,Order,112-4151029-0887402,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,NORWALK,CT,06851-1603,MarketplaceFacilitator,49.95,3.17,0,0,0,0,0,0,0,0,-3.17,-7.49,-4.15,0,0,38.31
"May 13, 2024 1:22:11 AM PDT",20295232071,Order,111-9257627-9821047,LZ-Y7C5-0XCM,Sinobear Collar for Dog 12-Months - 25 Inches Collars for Dogs - Effective Dog's Collars - Waterproof Dog Collar - Dogs Collar from 100% Essential Oil,1,amazon.com,Standard Orders,Amazon,MOUNT STERLING,OH,43143-9413,MarketplaceFacilitator,25.95,1.82,1,0,0,0,0,0,-1,0,-1.82,-3.89,-3.68,0,0,18.38
"May 13, 2024 2:12:24 AM PDT",20295232071,Order,114-6553130-1974634,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,HAWLEY,PA,18428-7892,MarketplaceFacilitator,49.95,3,0,0,0,0,0,0,0,0,-6,-14.98,-4.15,0,0,27.82
"May 13, 2024 2:12:24 AM PDT",20295232071,Order,114-6553130-1974634,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,HAWLEY,PA,18428-7892,,49.95,3,0,0,0,0,0,0,0,0,0,0,-4.15,0,0,48.8
"May 13, 2024 8:00:56 AM PDT",20295232071,Order,111-4269715-2167455,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,PHILADELPHIA,PA,19111-5919,MarketplaceFacilitator,49.95,3,7.29,0,0,0,0,0,-7.29,0,-3,-7.49,-4.15,0,0,38.31
"May 13, 2024 1:43:15 PM PDT",20295232071,Order,113-0389894-2496203,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,GOODRIDGE,MN,56725-8812,MarketplaceFacilitator,49.95,3.43,0,0,0,0,0,0,0,0,-3.43,-7.49,-4.15,0,0,38.31
"May 13, 2024 2:14:16 PM PDT",20295232071,Order,111-4034727-6393013,62-P070-09CS,4 Packs Solar Animal Repeller Outdoor - Skunk Repellent - Predator Eyes Animal Deterrent - Deer Deterrent Devices - Racoon Repeller Outdoor - Coyote D,1,amazon.com,Standard Orders,Amazon,NEWINGTON,CT,06111-1004,MarketplaceFacilitator,49.95,3.17,0,0,0,0,0,0,0,0,-3.17,-7.49,-4.15,0,0,38.31
