"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total"
"18 juin 2024 19:50:29 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","2","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","13,24","2,66","0","0","0","0","-6,62","-1,33","0","0","-9,14","0","0","-1,19"
"18 juin 2024 19:50:29 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","5","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","33,10","6,65","0","0","0","0","-16,55","-3,33","0","0","-22,85","0","0","-2,98"
"18 juin 2024 19:50:29 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","10","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","66,20","13,30","0","0","0","0","-33,10","-6,65","0","0","-45,70","0","0","-5,95"
"18 juin 2024 19:50:29 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,62","1,33","0","0","0","0","-3,31","-0,66","0","0","-4,57","0","0","-0,59"
"18 juin 2024 19:50:29 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","6","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","39,72","7,98","0","0","0","0","-19,86","-3,99","0","0","-27,42","0","0","-3,57"
"18 juin 2024 21:26:26 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","3","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","MarketplaceFacilitator","19,86","3,99","0","0","0","0","-9,93","-1,99","-3,32","-3,05","-13,71","0","0","-8,15"
"18 juin 2024 21:26:26 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,62","1,33","0","0","0","0","-3,31","-0,67","0","0","-4,57","0","0","-0,60"
"18 juin 2024 21:26:26 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,62","1,33","0","0","0","0","-3,31","-0,67","0","0","-4,57","0","0","-0,60"
"18 juin 2024 21:26:56 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","7","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","MarketplaceFacilitator","46,34","9,31","0","0","0","0","-23,17","-4,66","-23,94","-21,96","-31,99","0","0","-50,07"
"18 juin 2024 21:26:56 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","3","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","19,86","3,99","0","0","0","0","-9,93","-1,99","0","0","-13,71","0","0","-1,78"
"18 juin 2024 21:26:56 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","8","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","52,96","10,64","0","0","0","0","-26,48","-5,32","0","0","-36,56","0","0","-4,76"
"18 juin 2024 21:26:56 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","3","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","19,86","3,99","0","0","0","0","-9,93","-1,99","0","0","-13,71","0","0","-1,78"
"18 juin 2024 21:26:56 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","2","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","13,24","2,66","0","0","0","0","-6,62","-1,33","0","0","-9,14","0","0","-1,19"
"18 juin 2024 21:26:56 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","3","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","19,86","3,99","0","0","0","0","-9,93","-1,99","0","0","-13,71","0","0","-1,78"
"18 juin 2024 21:26:56 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","2","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","13,24","2,66","0","0","0","0","-6,62","-1,33","0","0","-9,14","0","0","-1,19"
"18 juin 2024 21:26:56 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","3","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","19,86","3,99","0","0","0","0","-9,93","-2,00","0","0","-13,71","0","0","-1,79"
"18 juin 2024 21:26:56 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","5","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","33,10","6,65","0","0","0","0","-16,55","-3,33","0","0","-22,85","0","0","-2,98"
"19 juin 2024 00:27:19 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","7","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","MarketplaceFacilitator","46,34","9,31","0","0","0","0","-23,17","-4,65","-9,98","-9,15","-31,99","0","0","-23,29"
"19 juin 2024 00:27:19 UTC","22363910982","Commande","404-2963091-8000362","RI-CFPK-K9T2","Lot de 6 répulsifs à ultrasons pour écureuils, Souris, Rat, araignée, Mites, Chauves-Souris, Crickets, rongeurs, Insectes - Repulsif Fourmis - Ré","8","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","52,96","10,64","0","0","0","0","-26,48","-5,32","0","0","-36,56","0","0","-4,76"
"19 juin 2024 15:36:12 UTC","22363910982","Commande","405-4191705-8219559","NI-49DK-3BBK","Collier Anti Puces pour Chien - Collier Anti Puces pour Chien - Collier Anti Puces Chien - Collier Anti Puce pour Chien - Collier Anti Puce 25 Pouces","1","amazon.fr","Amazon","VALLAURIS","","06220","MarketplaceFacilitator","10,79","2,16","0","0","0","0","0","0","-2,16","-2,00","-4,45","0","0","4,34"
"21 juin 2024 17:48:19 UTC","22454064372","Commande","171-4339169-2385104","NI-49DK-3BBK","Collier Anti Puces pour Chien - Collier Anti Puces pour Chien - Collier Anti Puces Chien - Collier Anti Puce pour Chien - Collier Anti Puce 25 Pouces","1","amazon.fr","Amazon","St Etienne","","42100","MarketplaceFacilitator","10,79","2,16","0","0","0","0","0","0","-2,16","-2,00","-4,45","0","0","4,34"
"23 juin 2024 10:17:19 UTC","22454064372","Commande","406-2231059-5891538","NI-49DK-3BBK","Collier Anti Puces pour Chien - Collier Anti Puces pour Chien - Collier Anti Puces Chien - Collier Anti Puce pour Chien - Collier Anti Puce 25 Pouces","1","amazon.fr","Amazon","Guilers","Ouest","29820","MarketplaceFacilitator","10,79","2,16","0","0","0","0","0","0","-2,16","-2,00","-4,45","0","0","4,34"
