"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in CAD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks and shipping holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory fee","Tax on regulatory fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Apr 1, 2023 9:22:13 p.m. PDT","17687316581","Order","701-1380213-9726621","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Milton","Ontario","L9T 9A7","Combined TCS+MTC","55.95","7.27","3.92","0","0","0","0","0","-3.92","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 1, 2023 10:06:33 p.m. PDT","17687316581","Order","702-4965699-5636216","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Markham","Ontario","L6C 0Z3","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 1, 2023 11:54:49 p.m. PDT","17687316581","Order","702-5672076-6943449","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Dollard-des-Ormeaux","QC","H9G 3C7","Combined TCS+MTC","55.95","8.38","5.90","0","0","0","0","0","-5.90","0","-8.38","-8.39","-6.38","0","0","41.18"
"Apr 1, 2023 11:54:49 p.m. PDT","17687316581","Order","702-7817802-6246647","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Salaberry-De-Valleyfield","Quebec","J6T 4E6","Combined TCS+MTC","55.95","8.38","0","0","0","0","0","0","0","0","-8.38","-8.39","-6.38","0","0","41.18"
"Apr 2, 2023 12:10:03 a.m. PDT","17687316581","Order","701-0430236-9487468","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Saint-Isidore-De-Laprairie","Quebec","J0L 2A0","Combined TCS+MTC","55.95","8.38","0","0","0","0","0","0","0","0","-8.38","-8.39","-6.38","0","0","41.18"
"Apr 2, 2023 2:14:03 a.m. PDT","17687316581","Order","701-3088859-9968269","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Summerstown","Ontario","K0C 2E0","Combined TCS+MTC","55.95","7.27","11.11","1.44","0","0","0","0","0","0","-8.71","-8.39","-17.49","0","0","41.18"
"Apr 2, 2023 4:37:12 a.m. PDT","17687316581","Service Fee","","","Cost of Advertising","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-496.02","0","-496.02"
"Apr 2, 2023 10:33:09 a.m. PDT","17687316581","Order","702-4725470-3962657","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Saskatoon","Saskatchewan","S7T 0C1","Combined TCS+MTC","55.95","6.15","0","0","0","0","0","0","0","0","-6.15","-8.39","-6.38","0","0","41.18"
"Apr 2, 2023 2:02:33 p.m. PDT","17687316581","Order","701-5829289-9517809","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Lumby","British Columbia","V0E 2G5","Combined TCS+MTC","55.95","6.71","0","0","0","0","0","0","0","0","-6.71","-8.39","-6.38","0","0","41.18"
"Apr 2, 2023 8:31:51 p.m. PDT","17709572171","Order","701-9196145-4577823","YZ-4KAY-9TAT","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Seller","Laval","Quebec","H7G 2W5","","55.95","0","0","0","0","0","0","0","0","0","0","-8.39","0","0","0","47.56"
"Apr 2, 2023 8:31:51 p.m. PDT","17709572171","Order","701-8505393-4588212","YZ-4KAY-9TAT","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Seller","Toronto","Ontario","M5V 0B8","","55.95","0","0","0","0","0","0","0","0","0","0","-8.39","0","0","0","47.56"
"Apr 2, 2023 10:02:08 p.m. PDT","17709572171","Order","702-8013856-8154666","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Toronto","ON","M4H 1H9","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 3, 2023 3:26:22 p.m. PDT","17709572171","Order","701-6879820-4645819","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Toronto","Ontario","M1G 3K5","Combined TCS+MTC","55.95","7.27","5.90","0","0","0","0","0","-5.90","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 3, 2023 6:02:08 p.m. PDT","17709572171","Order","702-9819814-1506646","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Vancouver","British Columbia","V5T 1B1","Combined TCS+MTC","55.95","6.71","0","0","0","0","0","0","0","0","-6.71","-8.39","-6.38","0","0","41.18"
"Apr 3, 2023 10:27:33 p.m. PDT","17709572171","Order","702-7054337-3895422","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Toronto","Ontario","M4K 1Z6","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 4, 2023 2:14:05 p.m. PDT","17709572171","Order","702-9007982-9823402","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Listowel","Ontario","N4W 1M7","Combined TCS+MTC","55.95","7.27","3.27","0","0","0","0","0","-3.27","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 4, 2023 7:09:24 p.m. PDT","17709572171","Order","702-7979441-7683460","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Ottawa","Ontario","K1S 0S6","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 5, 2023 11:55:29 a.m. PDT","17792435571","Refund","701-4358930-4732225","B5-5BH9-EEGD","Pest Repeller Upgraded Plug-in Pest Control Repeller for Mosquito, Insect, Mice, Spider, Bug, Ant, Cockroach, Rodent & Rats Indoor Use Repeller 6 Pack","1","amazon.ca","Amazon","Orangeville","Ontario","L9W2V8","Combined TCS+MTC","-55.95","-7.27","0","0","0","0","0","0","0","0","7.27","6.71","0","0","0","-49.24"
"Apr 6, 2023 4:43:33 p.m. PDT","17804102731","Adjustment","701-4464286-4161832","B5-5BH9-EEGD","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.18","41.18"
"Apr 6, 2023 7:32:46 p.m. PDT","17804102731","Transfer","","","To account ending with: 874","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-815.43","-815.43"
"Apr 7, 2023 7:09:37 a.m. PDT","17811109271","Service Fee","","","Subscription","","Amazon.ca","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-19.26","-19.26"
"Apr 7, 2023 6:42:02 p.m. PDT","17811109271","FBA Inventory Fee","","","FBA Inventory Storage Fee","","Amazon.ca","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-16.05","-16.05"
"Apr 7, 2023 7:46:10 p.m. PDT","17811109271","Transfer","","","To account ending with: 874","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-975.17","-975.17"
"Apr 7, 2023 10:52:25 p.m. PDT","17811109271","Order","702-8244685-4371431","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Markham","Ontario","L6E 1R5","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 8, 2023 12:17:22 a.m. PDT","17811109271","Order","702-1025835-8321828","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Kitchener","Ontario","N2M 2N6","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 8, 2023 12:30:09 a.m. PDT","17811109271","Order","702-9664094-5963460","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Ottawa","ON","K2A2P5","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 8, 2023 12:50:15 a.m. PDT","17811109271","Order","701-7013086-1661801","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","St. Catharines","Ontario","L2S 2T4","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 8, 2023 2:39:22 p.m. PDT","17818351391","Refund","702-5185545-9207417","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Scarborough","Ontario","M1B 5G2","Combined TCS+MTC","-55.95","-7.27","0","0","0","0","0","0","0","0","7.27","6.71","0","0","0","-49.24"
"Apr 8, 2023 2:45:32 p.m. PDT","17818351391","Order","701-1787500-4592240","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Toronto","Ontario","M6M 3G8","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 8, 2023 3:12:59 p.m. PDT","17818351391","Order","701-8074540-0203458","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Fort Saskatchewan","Alberta","T8L 4L8","Combined TCS+MTC","55.95","2.80","0","0","0","0","0","0","0","0","-2.80","-8.39","-6.38","0","0","41.18"
"Apr 8, 2023 11:00:40 p.m. PDT","17818351391","Order","702-9967438-5461812","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","London","Ontario","N5X 3V6","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 9, 2023 12:19:01 a.m. PDT","17818351391","Order","702-7681061-3136240","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Delta","British Columbia","V4C 2A9","Combined TCS+MTC","55.95","6.71","0","0","0","0","0","0","0","0","-6.71","-8.39","-6.83","0","0","40.73"
"Apr 9, 2023 4:06:49 a.m. PDT","17818351391","Refund","701-5955403-9859443","B5-5BH9-EEGD","Pest Repeller Upgraded Plug-in Pest Control Repeller for Mosquito, Insect, Mice, Spider, Bug, Ant, Cockroach, Rodent & Rats Indoor Use Repeller 6 Pack","1","amazon.ca","Amazon","Brossard","Québec","J4Y1E1","Combined TCS+MTC","-55.95","-8.38","0","0","0","0","0","0","0","0","8.38","6.71","0","0","0","-49.24"
"Apr 9, 2023 7:54:51 a.m. PDT","17818351391","Order","702-9883033-3513004","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Truro","Nova Scotia","B2N 1B2","Combined TCS+MTC","55.95","8.39","0","0","0","0","0","0","0","0","-8.39","-8.39","-6.38","0","0","41.18"
"Apr 9, 2023 10:12:25 a.m. PDT","17818351391","Order","702-9250469-2238608","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","St. Albert","Alberta","T8N 1Z7","Combined TCS+MTC","55.95","2.80","6.99","0","0","0","0","0","-6.99","0","-2.80","-8.39","-6.38","0","0","41.18"
"Apr 9, 2023 3:14:19 p.m. PDT","17818351391","Order","702-5411452-4507418","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Grand Forks","British Columbia","V0H 1H4","Combined TCS+MTC","55.95","6.71","0","0","0","0","0","0","0","0","-6.71","-8.39","-6.83","0","0","40.73"
"Apr 9, 2023 3:22:47 p.m. PDT","17818351391","Order","701-6128535-7018609","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Arnprior","Ontario","K7S 1W5","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 10, 2023 12:16:01 a.m. PDT","17824356551","Order","701-3568222-4301025","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Langley","BC","V2Y 3J9","Combined TCS+MTC","55.95","6.71","0","0","0","0","0","0","0","0","-6.71","-8.39","-6.83","0","0","40.73"
"Apr 10, 2023 12:43:50 a.m. PDT","17824356551","Refund","701-4555654-4601032","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Vancouver","British Columbia","V6P 5H4","Combined TCS+MTC","-55.95","-6.71","0","0","0","0","0","0","0","0","6.71","6.71","0","0","0","-49.24"
"Apr 10, 2023 7:44:50 a.m. PDT","17824356551","Adjustment","701-6464179-0827446","B5-5BH9-EEGD","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.18","41.18"
"Apr 10, 2023 7:46:06 a.m. PDT","17824356551","Order","702-6405088-1803412","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Saint-Marc-Sur-Richelieu","Quebec","J0L 2E0","Combined TCS+MTC","55.95","8.38","0","0","0","0","0","0","0","0","-8.38","-8.39","-6.38","0","0","41.18"
"Apr 10, 2023 8:45:28 a.m. PDT","17824356551","Refund","701-5756939-2513834","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","St. John's","Newfoundland","A1H 0C6","Combined TCS+MTC","-55.95","-8.39","0","0","0","0","0","0","0","0","8.39","6.71","0","0","0","-49.24"
"Apr 10, 2023 11:49:26 a.m. PDT","17824356551","Order","702-1310981-8547448","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Saint-Lin-Laurentides","Quebec","J5M 2H1","Combined TCS+MTC","55.95","8.38","0","0","0","0","0","0","0","0","-8.38","-8.39","-6.38","0","0","41.18"
"Apr 10, 2023 8:46:31 p.m. PDT","17824356551","Transfer","","","To account ending with: 874","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1,045.88","-1,045.88"
"Apr 10, 2023 9:43:25 p.m. PDT","17824356551","Transfer","","","To account ending with: 874","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1,248.18","-1,248.18"
"Apr 11, 2023 5:18:03 a.m. PDT","17824356551","Order","701-6395251-6966632","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Abbotsford","British Columbia","V2S 3G2","Combined TCS+MTC","55.95","6.71","0","0","0","0","0","0","0","0","-6.71","-8.39","-6.83","0","0","40.73"
"Apr 11, 2023 5:49:34 a.m. PDT","17824356551","Adjustment","702-0220920-3529041","B5-5BH9-EEGD","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.18","41.18"
"Apr 11, 2023 7:08:02 a.m. PDT","17824356551","Adjustment","702-0175090-9580231","B5-5BH9-EEGD","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.18","41.18"
"Apr 11, 2023 8:18:05 a.m. PDT","17824356551","Order","701-0544319-9728202","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Balderson","Ontario","K0G 1A0","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 11, 2023 11:36:49 a.m. PDT","17824356551","Order","701-8213919-9943457","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Toronto","Ontario","M2J2W7","Combined TCS+MTC","55.95","7.27","2.90","0","0","0","0","0","-2.90","0","-7.27","-8.39","-6.38","0","0","41.18"
"Apr 11, 2023 11:53:22 a.m. PDT","17824356551","Order","701-6907931-5045007","F2-QUID-TZ04","Ultrasonic Pest Repeller for Indoor Plug-in - Ultrasonic Mice Repeller Anti Mosquitoes, Spiders, Flies, Bugs, Ants, Roaches, Eco-Friendly Pest Control","1","amazon.ca","Amazon","Montreal","Quebec","H2S 3L8","Combined TCS+MTC","55.95","8.38","0","0","0","0","0","0","0","0","-8.38","-8.39","-6.38","0","0","41.18"
"Apr 11, 2023 12:56:27 p.m. PDT","17824356551","Order","701-9613755-0235401","AW-KXFI-FFZM","Upgrade Pest Repeller, Plug-in Pest Repellent, 6-Pack, Pest Control, Indoor Use, Anti Mice, Mosquitos, Insects, Bugs, Ants, Spiders, Rodents, Rats","1","amazon.ca","Amazon","Toronto","ON","M6E 2K9","Combined TCS+MTC","55.95","7.27","0","0","0","0","0","0","0","0","-7.27","-8.39","-6.38","0","0","41.18"
