"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total"
"22 juil. 2024 14:28:12 UTC","22259418102","Commande","403-7462362-3345102","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","labastidette","","31600","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"22 juil. 2024 16:27:22 UTC","22259418102","Commande","407-9286543-4237969","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","orly","","94310","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"22 juil. 2024 16:27:25 UTC","22259418102","Commande","406-6148720-3050767","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Leucate","","11370","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"22 juil. 2024 18:38:06 UTC","22259418102","Commande","405-6722595-5633153","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Estang","","32240","MarketplaceFacilitator","33,29","6,66","3,32","0,67","0","0","-3,32","-0,67","-6,66","-7,40","-5,18","0","0","20,71"
"22 juil. 2024 18:38:46 UTC","22259418102","Commande","408-0767265-6205159","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Saint-Martin-du-Puy","","58140","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"22 juil. 2024 22:17:58 UTC","22259418102","Commande","402-6336777-1215559","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","magny le hongre","","77700","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 02:28:41 UTC","22259418102","Commande","403-9035547-9286700","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Vermelles","","62980","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 02:29:10 UTC","22259418102","Commande","403-2256527-6005153","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","paris","","75008","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 02:44:57 UTC","22259418102","Commande","405-1801021-0573904","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Aire Sur La Lys","","62120","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 02:45:04 UTC","22259418102","Commande","171-7405083-0949138","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Terrasson Lavilledieu","","24120","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 02:45:53 UTC","22259418102","Commande","406-2783145-7236335","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Ferrieres Sur Sichon","","03250","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 02:45:53 UTC","22259418102","Commande","406-6207388-8119556","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Charleroi","","6000","","39,95","0","0","0","0","0","0","0","0","-7,40","-5,18","0","0","27,37"
"23 juil. 2024 07:58:36 UTC","22259418102","Commande","403-9081935-1384333","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Liège","","4020","MarketplaceFacilitator","33,29","6,99","0","0","0","0","0","0","-6,99","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 07:59:06 UTC","22259418102","Commande","405-6201137-4225158","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Corneville sur Risle","","27500","MarketplaceFacilitator","33,29","6,66","1,67","0,33","0","0","-1,67","-0,33","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 10:55:08 UTC","22259418102","Commande","408-3526184-8784311","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Castelnau-le-Lez","","34170","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 10:55:58 UTC","22259418102","Commande","405-6594635-7739544","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Gignac-La-Nerthe","France","13180","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 10:56:34 UTC","22259418102","Commande","402-6741937-2902705","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Laudun L Ardoise","","30290","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 10:57:26 UTC","22259418102","Commande","408-7117069-7762755","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Peypin","","13124","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 14:32:51 UTC","22259418102","Commande","407-6339973-4297169","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Cornebarrieu","","31700","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 18:37:57 UTC","22259418102","Commande","403-6858425-2647525","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Lyon","","69007","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 18:40:32 UTC","22259418102","Commande","407-0516131-2825955","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","OUST","","09140","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 18:41:10 UTC","22259418102","Commande","406-6160413-3501110","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Zonza","","20144","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 18:41:47 UTC","22259418102","Commande","408-2919097-9463505","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Antibes","","06600","MarketplaceFacilitator","33,29","6,66","0,55","0,11","0","0","-0,55","-0,11","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 18:42:51 UTC","22259418102","Commande","404-3245067-7108363","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","ORLY","","94310","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 19:15:31 UTC","22259418102","Commande","403-9639736-0456337","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Saint-Gatien-des-Bois","","14130","MarketplaceFacilitator","33,29","6,66","3,32","0,67","0","0","-3,32","-0,67","-6,66","-7,40","-5,18","0","0","20,71"
"23 juil. 2024 22:30:23 UTC","22259418102","Commande","405-6679049-7024328","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Paris","","75013","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 00:08:29 UTC","22259418102","Frais de service","","","Prix de la publicité","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","-160,51","-32,10","-192,61"
"24 juil. 2024 00:47:09 UTC","22259418102","Commande","407-1914676-9241153","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Brassac","","81260","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 00:47:30 UTC","22259418102","Commande","402-9395489-5979559","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","montpezat","","32220","MarketplaceFacilitator","33,29","6,66","0,83","0,17","0","0","-0,83","-0,17","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 04:56:33 UTC","22259418102","Commande","402-5182157-6824330","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","St Genes Champanelle","","63122","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 05:37:51 UTC","22259418102","Commande","406-1527796-1348317","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Coudoux","","13111","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 05:38:24 UTC","22259418102","Commande","171-4059428-4952326","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Thoiry","","01710","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 07:09:03 UTC","22259418102","Commande","407-3245049-7372351","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","St Aignan Le Jaillard","","45600","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 07:09:10 UTC","22259418102","Commande","404-7450726-8084301","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","3","amazon.fr","Amazon","Grayan Et L Hopital","","33590","MarketplaceFacilitator","99,87","19,98","0","0","0","0","0","0","-19,98","-22,21","-15,54","0","0","62,12"
"24 juil. 2024 11:14:15 UTC","22259418122","Commande","171-7257297-2660302","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","NANTES","","44300","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 11:19:39 UTC","22259418122","Commande","171-2690345-6081907","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","ESVES-LE-MOUTIER","","37240","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 12:45:15 UTC","22259418122","Commande","405-1279271-8538735","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Cannes","","06150","","39,95","0","6,99","0","0","0","0","0","0","-7,40","-11,00","0","0","28,54"
"24 juil. 2024 13:19:08 UTC","22259418122","Commande","405-2101935-8323536","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","St Gregoire","","81350","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 13:35:53 UTC","22259418122","Commande","405-4144263-3085916","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Monsac","","24440","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 14:27:46 UTC","22259418122","Commande","403-7198911-1781967","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","EU","","76260","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 16:01:36 UTC","22259418122","Commande","405-7939131-0692360","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","Toulouse","","31100","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 16:09:48 UTC","22259418122","Commande","406-5681416-5243553","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","CLICHY","","92110","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-6,66","-7,40","-5,18","0","0","20,71"
"24 juil. 2024 16:24:10 UTC","22259418122","Commande","408-7934261-0989964","C5-VVS6-21NQ","KEXMY Répulsif Ultrasons Anti Rongeur,Ultrason Souris Et Rats,Loirs - Alternative Efficace aux Pièges à Souris ou au Raticide,Repulsif Moustique (6","1","amazon.fr","Amazon","St Mande","","94160","MarketplaceFacilitator","33,29","6,66","0","0","0","0","0","0","-13,32","-14,81","-5,18","0","0","6,64"
