"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tous les montants sont en EUR, sauf mention contraire.",,,,,,,,,,,,,,,,,,,,,,,,,,
Définitions :,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage.",,,,,,,,,,,,,,,,,,,,,,,,,,
Frais de vente : Incluent des frais de clôture variable et des frais de référence.,,,,,,,,,,,,,,,,,,,,,,,,,,
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition",,,,,,,,,,,,,,,,,,,,,,,,,,
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande.",,,,,,,,,,,,,,,,,,,,,,,,,,
date/heure,numéro de versement,type,numéro de la commande,sku,description,quantité,Marketplace,traitement,ville d'où provient la commande,Région d'où provient la commande,code postal de la commande,Modèle de perception des taxes,ventes de produits,Taxes sur la vente des produits,crédits d'expédition,taxe sur les crédits d’expédition,crédits sur l'emballage cadeau,Taxes sur les crédits cadeaux,Rabais promotionnels,Taxes sur les remises promotionnelles,Taxes retenues sur le site de vente,frais de vente,Frais Expédié par Amazon,autres frais de transaction,autre,total
5 juin 2024 20:12:18 UTC,21373662212,Commande,402-0150736-7058713,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,St Folquin,,62370,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
6 juin 2024 10:39:36 UTC,21373662212,Frais de service,,,Prix de la publicité,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,"-52,97","-10,59","-63,56"
6 juin 2024 14:03:19 UTC,21373662212,Commande,405-7828860-6151538,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,tourrettes,,83440,MarketplaceFacilitator,"16,62","3,33","3,32","0,67",0,0,0,0,"-4,00","-3,70","-6,22",0,0,"10,02"
6 juin 2024 18:19:07 UTC,21373662212,Commande,403-6874778-2588329,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,Strombeek-bever,,1853,MarketplaceFacilitator,"33,24","6,98",0,0,0,0,0,0,"-6,98","-7,39","-5,80",0,0,"20,05"
6 juin 2024 19:57:59 UTC,21373662212,Commande,407-1267093-4073107,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,Pierrefonds,,60350,MarketplaceFacilitator,"33,24","6,66",0,0,0,0,0,0,"-6,66","-7,39","-5,80",0,0,"20,05"
6 juin 2024 21:28:08 UTC,21373662212,Commande,403-9049965-1053134,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,feurs,,42110,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
7 juin 2024 00:50:17 UTC,21373662212,Commande,406-7558865-4937114,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,St Cyprien,,66750,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
7 juin 2024 00:58:49 UTC,21373662212,Commande,403-6606015-0349960,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Paris,,75011,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
7 juin 2024 07:48:53 UTC,21373662212,Commande,404-3717364-8130721,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,St Martin De Valgalgues,,30520,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
7 juin 2024 12:43:41 UTC,21373662212,Commande,171-7103429-3901156,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,cournonterral,,34660,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
7 juin 2024 19:16:45 UTC,21373662212,Commande,407-1736447-5284357,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,Gamaches,,80220,MarketplaceFacilitator,"33,24","6,66",0,0,0,0,0,0,"-6,66","-7,39","-5,80",0,0,"20,05"
8 juin 2024 22:31:48 UTC,21373662212,Frais de stock Expédié par Amazon,,,Frais de stockage Expédié par Amazon,,Amazon.fr,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-0,16","-0,16"
9 juin 2024 02:05:38 UTC,21373662212,Commande,404-9409064-5685103,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,BERRE L ETANG,,13130,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
9 juin 2024 02:11:57 UTC,21373662212,Commande,405-2258064-2854750,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,saint Laurent de la salanque,,66250,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
9 juin 2024 14:05:41 UTC,21373662212,Commande,407-1805491-8739562,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,Challonges,,74910,MarketplaceFacilitator,"33,24","6,66",0,0,0,0,0,0,"-6,66","-7,39","-5,80",0,0,"20,05"
9 juin 2024 20:59:28 UTC,21373662212,Commande,406-4163814-8463509,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Eragny Sur Oise,,95610,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
10 juin 2024 00:13:59 UTC,21373662212,Commande,406-1128091-1233940,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,broindon,,21220,MarketplaceFacilitator,"16,62","3,33","1,66","0,33",0,0,"-1,66","-0,33","-3,33","-3,70","-2,90",0,0,"10,02"
10 juin 2024 03:59:26 UTC,21373662212,Commande,404-0089802-9645105,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,La Verpillière,,38290,MarketplaceFacilitator,"16,62","3,33","1,66","0,33",0,0,0,0,"-3,66","-3,70","-4,56",0,0,"10,02"
10 juin 2024 06:25:46 UTC,21373662212,Commande,402-3715029-1020357,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Tulle,,19000,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
10 juin 2024 13:45:09 UTC,21373662212,Commande,402-0136127-3204307,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,valserhone Bellegarde Sur Valserine,,1200,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
10 juin 2024 16:46:48 UTC,21373662212,Remboursement,406-8239600-7990700,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,MAS GRENIER,,82600,MarketplaceFacilitator,"-16,62","-3,33",0,0,0,0,0,0,"3,33","2,96",0,0,0,"-13,66"
10 juin 2024 18:07:22 UTC,21373662212,Commande,403-7464902-1003522,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Doué la Fontaine,,49700,MarketplaceFacilitator,"16,62","3,33","3,32","0,67",0,0,0,0,"-4,00","-3,70","-6,22",0,0,"10,02"
11 juin 2024 05:56:50 UTC,21373662212,Commande,406-0507514-7341114,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Isle,,87170,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
11 juin 2024 15:04:25 UTC,21373662212,Commande,406-1005923-4677902,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Annecy,,74000,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
11 juin 2024 19:27:48 UTC,21373662212,Commande,405-2808838-2433132,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,PARIS,,75012,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
12 juin 2024 00:02:23 UTC,21373662212,Commande,403-6888829-3550761,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,La Chapelle Longueville,La Chapelle Reanville,27950,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
12 juin 2024 10:35:14 UTC,21373662212,Remboursement,406-4163814-8463509,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Eragny Sur Oise,,95610,MarketplaceFacilitator,"-16,62","-3,33",0,0,0,0,0,0,"3,33","2,96",0,0,0,"-13,66"
12 juin 2024 11:29:03 UTC,21373662212,Commande,407-4626549-5029135,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Cournon d'Auvergne,,63800,MarketplaceFacilitator,"16,62","3,33","3,32","0,67",0,0,0,0,"-4,00","-3,70","-6,22",0,0,"10,02"
12 juin 2024 11:35:46 UTC,21373662212,Commande,405-2781617-9246760,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,OTHIS,,77280,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
12 juin 2024 18:06:20 UTC,21373662212,Commande,405-5825681-5127514,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Brest,,29200,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
12 juin 2024 19:07:43 UTC,21373662212,Commande,406-7681634-0246759,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Biganos,France,33380,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
12 juin 2024 19:13:18 UTC,21373662212,Remboursement,406-1128091-1233940,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,broindon,,21220,MarketplaceFacilitator,"-16,62","-3,33","-1,66","-0,33",0,0,"1,66","0,33","3,33","2,96",0,0,0,"-13,66"
13 juin 2024 13:40:02 UTC,21373662232,Commande,405-0540022-0453107,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Mantes la Ville,,78711,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
13 juin 2024 16:49:56 UTC,21373662232,Frais de service,,,Prix de la publicité,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,"-156,67","-31,33","-188,00"
14 juin 2024 08:47:22 UTC,21373662232,Commande,402-4335013-8715511,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,PERPIGNAN CEDEX 9,,66950,MarketplaceFacilitator,"33,24","6,66",0,0,0,0,0,0,"-6,66","-7,39","-5,80",0,0,"20,05"
14 juin 2024 10:43:57 UTC,21373662232,Commande,406-8275042-4197120,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Auzances,,23700,MarketplaceFacilitator,"16,62","3,33","0,55","0,11",0,0,"-0,55","-0,11","-3,33","-3,70","-2,90",0,0,"10,02"
14 juin 2024 13:54:18 UTC,21373662232,Commande,404-5199644-2433914,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,BILLY MONTIGNY,,62420,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
14 juin 2024 14:00:07 UTC,21373662232,Commande,407-0705378-5611503,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,St Jean Mirabel,,46270,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
15 juin 2024 00:42:46 UTC,21373662232,Commande,404-8966616-5376350,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,St Paul,,65150,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
15 juin 2024 03:38:41 UTC,21373662232,Transfert,,,vers le compte finissant en : 122,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-2,26","-2,26"
15 juin 2024 10:21:41 UTC,21373662232,Remboursement,406-1005923-4677902,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Annecy,,74000,MarketplaceFacilitator,"-16,62","-3,33",0,0,0,0,0,0,"3,33","2,96",0,0,0,"-13,66"
15 juin 2024 21:29:19 UTC,21373662232,Commande,407-5828687-6118739,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,AWANS,,4340,MarketplaceFacilitator,"33,24","6,98",0,0,0,0,0,0,"-6,98","-7,39","-5,80",0,0,"20,05"
17 juin 2024 00:09:06 UTC,21373662232,Commande,406-3837577-1568305,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,broindon,,21220,MarketplaceFacilitator,"16,62","3,33","1,67","0,33",0,0,0,0,"-3,66","-3,70","-4,57",0,0,"10,02"
17 juin 2024 16:57:14 UTC,21373662232,Commande,405-1132524-0764309,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Champlat Et Boujacourt,,51480,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
17 juin 2024 19:22:55 UTC,21373662232,Commande,403-0321947-0447514,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Floirac,,33270,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
18 juin 2024 00:06:44 UTC,21373662232,Commande,403-8247186-4034735,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Boissets,,78910,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-6,66","-7,39","-2,90",0,0,"3,00"
18 juin 2024 00:06:44 UTC,21373662232,Commande,403-8247186-4034735,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Boissets,,78910,,"16,62","3,33",0,0,0,0,0,0,0,0,"-2,90",0,0,"17,05"
19 juin 2024 00:10:57 UTC,21373662232,Commande,408-9622872-9190748,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Longecourt en Plaine,,21110,MarketplaceFacilitator,"16,62","3,33","1,67","0,33",0,0,"-1,67","-0,33","-3,33","-3,70","-2,90",0,0,"10,02"
19 juin 2024 17:48:44 UTC,21373662232,Commande,404-9971869-3908339,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,MILLY LA FORET,,91490,MarketplaceFacilitator,"16,62","3,33",0,0,0,0,0,0,"-3,33","-3,70","-2,90",0,0,"10,02"
20 juin 2024 00:15:27 UTC,21373662232,Commande,406-1214868-5295559,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Tinlot,,4557,MarketplaceFacilitator,"16,62","3,49",0,0,0,0,0,0,"-3,49","-3,70","-2,90",0,0,"10,02"
20 juin 2024 02:54:33 UTC,21373662232,Commande,404-3708367-3377126,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,3,amazon.fr,Amazon,St Michel D Aurance,,7160,MarketplaceFacilitator,"49,86","9,99",0,0,0,0,0,0,"-9,99","-11,09","-8,70",0,0,"30,07"
20 juin 2024 11:19:38 UTC,22491446562,Commande,403-5146607-2726731,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,Chanonat,Auvergne,63450,MarketplaceFacilitator,"33,24","6,66","3,33","0,66",0,0,"-3,33","-0,66","-6,66","-7,39","-5,80",0,0,"20,05"
20 juin 2024 17:08:35 UTC,22491446562,Commande,402-5158341-6454751,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,Gorno belevo,Stars zagora,6219,MarketplaceFacilitator,"33,24","6,66","8,48","1,70",0,0,0,0,"-8,36","-7,39","-14,28",0,0,"20,05"
20 juin 2024 22:06:20 UTC,22491446562,Commande,171-7425939-2715530,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,1,amazon.fr,Amazon,Omessa,,20236,MarketplaceFacilitator,"16,62","3,33","3,32","0,67",0,0,0,0,"-4,00","-3,70","-6,22",0,0,"10,02"
21 juin 2024 00:40:50 UTC,22491446562,Commande,407-1630966-5843526,WR-BJDE-04N4,Répulsif à ultrasons Contre Les puces et Les tiques pour Animaux de Compagnie - Répulsif Contre Les moustiques - Répulsif Contre Les parasites à,2,amazon.fr,Amazon,Rebreuve Ranchicourt,,62150,MarketplaceFacilitator,"33,24","6,66",0,0,0,0,0,0,"-6,66","-7,39","-5,80",0,0,"20,05"
