"14 juin 2024 03:11:50 UTC,""22347777472"",""Commande"",""404-7574249-6970712"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Vertou"","""",""44120"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"14 juin 2024 03:12:15 UTC,""22347777472"",""Commande"",""403-6685945-4754721"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Nantes"","""",""44100"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"14 juin 2024 03:12:37 UTC,""22347777472"",""Commande"",""402-8249280-2002714"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Riorges"","""",""42153"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"14 juin 2024 03:12:56 UTC,""22347777472"",""Commande"",""171-7806824-7877900"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Labege"","""",""31670"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"15 juin 2024 03:02:12 UTC,""22347777472"",""Commande"",""407-7728200-2597127"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""La Rochelle"","""",""17000"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"19 juin 2024 03:18:16 UTC,""22347777472"",""Commande"",""408-8261750-5048362"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Dijon"","""",""21000"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"20 juin 2024 06:41:13 UTC,""22439223312"",""Commande"",""404-7843666-0590722"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Montfermeil"","""",""93370"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"22 juin 2024 02:15:45 UTC,""22439223312"",""Commande"",""407-5470029-2427564"",""6H-XJD5-YYKW"",""Arrosoir Teneur 1 Litre en Plastique - Bleu 24"",""1"",""amazon.fr"",""Vendeur"",""Goult"","""",""84220"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"22 juin 2024 05:15:27 UTC,""22439223312"",""Remboursement"",""408-4317582-3521107"",""PL-WC4O-YRBK"",""SpaTime Bayrol Granulés anti-calcaire pour entretien de bain à remous 1 l"",""1"",""amazon.fr"",""Vendeur"",""Le Mans"","""",""72100"",""MarketplaceFacilitator"",""-23,33"",""-4,67"",""0"",""0"",""0"",""0"",""0"",""0"",""4,67"",""3,46"",""0"",""0"",""0"",""-19,87"""
"22 juin 2024 10:24:56 UTC,""22439223312"",""Remboursement"",""403-6576373-3806736"",""PL-WC4O-YRBK"",""KEXMY BAYROL spaTime Chaux-ex Whirlpool whirlpoolpflege Spa Time 1 Litre calcinex Spa Hot Tub Perfect-Spa"",""1"",""amazon.fr"",""Vendeur"",""Rennes"","""",""35000"",""MarketplaceFacilitator"",""-23,33"",""-4,67"",""0"",""0"",""0"",""0"",""0"",""0"",""4,67"",""3,46"",""0"",""0"",""0"",""-19,87"""
"22 juin 2024 10:32:07 UTC,""22439223312"",""Remboursement"",""406-0752017-8017912"",""PL-WC4O-YRBK"",""SpaTime Bayrol Granulés anti-calcaire pour entretien de bain à remous 1 l"",""1"",""amazon.fr"",""Vendeur"",""Strasbourg"","""",""67000"",""MarketplaceFacilitator"",""-23,33"",""-4,67"",""0"",""0"",""0"",""0"",""0"",""0"",""4,67"",""3,46"",""0"",""0"",""0"",""-19,87"""
"24 juin 2024 02:29:06 UTC,""22439223312"",""Commande"",""171-3903868-7429933"",""6H-XJD5-YYKW"",""Arrosoir Teneur 1 Litre en Plastique - Bleu 24"",""1"",""amazon.fr"",""Vendeur"",""DAMMARIE-LES-LYS"","""",""77190"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"24 juin 2024 04:29:49 UTC,""22439223312"",""Remboursement"",""402-6076825-8842768"",""PL-WC4O-YRBK"",""KEXMY BAYROL spaTime Chaux-ex Whirlpool whirlpoolpflege Spa Time 1 Litre calcinex Spa Hot Tub Perfect-Spa"",""1"",""amazon.fr"",""Vendeur"",""Toulouse"","""",""31100"",""MarketplaceFacilitator"",""-23,33"",""-4,67"",""0"",""0"",""0"",""0"",""0"",""0"",""4,67"",""3,46"",""0"",""0"",""0"",""-19,87"""
"24 juin 2024 04:30:05 UTC,""22439223312"",""Remboursement"",""171-7806824-7877900"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Labege"","""",""31670"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"24 juin 2024 08:57:23 UTC,""22439223312"",""Remboursement"",""404-6593616-7552352"",""PL-WC4O-YRBK"",""KEXMY BAYROL spaTime Chaux-ex Whirlpool whirlpoolpflege Spa Time 1 Litre calcinex Spa Hot Tub Perfect-Spa"",""1"",""amazon.fr"",""Vendeur"",""Le Mans"","""",""72000"",""MarketplaceFacilitator"",""-23,33"",""-4,67"",""0"",""0"",""0"",""0"",""0"",""0"",""4,67"",""3,46"",""0"",""0"",""0"",""-19,87"""
"24 juin 2024 08:59:25 UTC,""22439223312"",""Remboursement"",""403-3002120-6261959"",""PL-WC4O-YRBK"",""KEXMY BAYROL spaTime Chaux-ex Whirlpool whirlpoolpflege Spa Time 1 Litre calcinex Spa Hot Tub Perfect-Spa"",""1"",""amazon.fr"",""Vendeur"",""Le Mans"","""",""72000"",""MarketplaceFacilitator"",""-23,33"",""-4,67"",""0"",""0"",""0"",""0"",""0"",""0"",""4,67"",""3,46"",""0"",""0"",""0"",""-19,87"""
"25 juin 2024 03:52:20 UTC,""22439223312"",""Commande"",""406-8171195-2515527"",""6H-XJD5-YYKW"",""Arrosoir Teneur 1 Litre en Plastique - Bleu 24"",""1"",""amazon.fr"",""Vendeur"",""LE MANS"","""",""72000"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"25 juin 2024 09:30:20 UTC,""22439223312"",""Remboursement"",""402-5538315-1825901"",""PL-WC4O-YRBK"",""KEXMY BAYROL spaTime Chaux-ex Whirlpool whirlpoolpflege Spa Time 1 Litre calcinex Spa Hot Tub Perfect-Spa"",""1"",""amazon.fr"",""Vendeur"",""Caluire-et-Cuire"","""",""69300"",""MarketplaceFacilitator"",""-23,33"",""-4,67"",""0"",""0"",""0"",""0"",""0"",""0"",""4,67"",""3,46"",""0"",""0"",""0"",""-19,87"""
"25 juin 2024 09:31:03 UTC,""22439223312"",""Remboursement"",""407-9224052-2011552"",""PL-WC4O-YRBK"",""KEXMY BAYROL spaTime Chaux-ex Whirlpool whirlpoolpflege Spa Time 1 Litre calcinex Spa Hot Tub Perfect-Spa"",""1"",""amazon.fr"",""Vendeur"",""Saint-Laurent-de-Mure"","""",""69720"",""MarketplaceFacilitator"",""-23,33"",""-4,67"",""0"",""0"",""0"",""0"",""0"",""0"",""4,67"",""3,46"",""0"",""0"",""0"",""-19,87"""
"25 juin 2024 09:34:01 UTC,""22439223312"",""Remboursement"",""403-4899439-1081155"",""0V-X1Y8-EK2L"",""MULTIPET Lamb Chop Plush Dog Squeak Toy Small with Multiple Squeakers"",""1"",""amazon.fr"",""Vendeur"",""ISSY-LES-MOULINEAUX"","""",""92130"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"25 juin 2024 09:36:10 UTC,""22439223312"",""Remboursement"",""408-3433365-2701115"",""0V-X1Y8-EK2L"",""MULTIPET Lamb Chop Plush Dog Squeak Toy Small with Multiple Squeakers"",""1"",""amazon.fr"",""Vendeur"",""CERGY"","""",""95800"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"25 juin 2024 09:55:02 UTC,""22439223312"",""Remboursement"",""408-4515013-8933168"",""PL-WC4O-YRBK"",""KEXMY BAYROL spaTime Chaux-ex Whirlpool whirlpoolpflege Spa Time 1 Litre calcinex Spa Hot Tub Perfect-Spa"",""1"",""amazon.fr"",""Vendeur"",""Nantes"","""",""44000"",""MarketplaceFacilitator"",""-23,33"",""-4,67"",""0"",""0"",""0"",""0"",""0"",""0"",""4,67"",""3,46"",""0"",""0"",""0"",""-19,87"""
"26 juin 2024 05:54:03 UTC,""22439223312"",""Remboursement"",""404-6346691-2817139"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Villenave D Ornon"","""",""33140"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"26 juin 2024 12:13:30 UTC,""22439223312"",""Remboursement"",""404-3195086-0437162"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Haguenau"","""",""67500"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"26 juin 2024 12:23:32 UTC,""22439223312"",""Remboursement"",""408-6779789-5123510"",""0V-X1Y8-EK2L"",""MULTIPET Lamb Chop Plush Dog Squeak Toy Small with Multiple Squeakers"",""1"",""amazon.fr"",""Vendeur"",""Saint-Germain-sur-Morin"","""",""77860"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"26 juin 2024 12:23:59 UTC,""22439223312"",""Remboursement"",""402-2653036-1515538"",""0V-X1Y8-EK2L"",""MULTIPET Lamb Chop Plush Dog Squeak Toy Small with Multiple Squeakers"",""1"",""amazon.fr"",""Vendeur"",""saint medard en jalles"","""",""33160"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"27 juin 2024 05:02:13 UTC,""22439223312"",""Remboursement"",""403-6271562-3158705"",""0V-X1Y8-EK2L"",""MULTIPET Lamb Chop Plush Dog Squeak Toy Small with Multiple Squeakers"",""1"",""amazon.fr"",""Vendeur"",""Verneuil-sur-Vienne"","""",""87430"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"27 juin 2024 08:24:28 UTC,""22439223312"",""Commande"",""405-3037867-1377122"",""6H-XJD5-YYKW"",""Arrosoir Teneur 1 Litre en Plastique - Bleu 24"",""1"",""amazon.fr"",""Vendeur"",""LEVALLOIS-PERRET"","""",""92300"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"27 juin 2024 10:31:04 UTC,""22439223312"",""Remboursement"",""407-1879681-8118753"",""0V-X1Y8-EK2L"",""MULTIPET Lamb Chop Plush Dog Squeak Toy Small with Multiple Squeakers"",""1"",""amazon.fr"",""Vendeur"",""MONTREUIL"","""",""93100"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"27 juin 2024 12:26:10 UTC,""22439223312"",""Remboursement"",""408-7523402-7544367"",""F0-IEFL-VJDK"",""FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Pertuis"","""",""84120"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"28 juin 2024 02:38:26 UTC,""22439223312"",""Commande"",""408-7666818-6628306"",""6H-XJD5-YYKW"",""Arrosoir Teneur 1 Litre en Plastique - Bleu 24"",""1"",""amazon.fr"",""Vendeur"",""DIVATTE SUR LOIRE"","""",""44450"",""MarketplaceFacilitator"",""20,83"",""4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""-4,17"",""-3,86"",""0"",""0"",""0"",""16,97"""
"28 juin 2024 04:45:28 UTC,""22439223312"",""Remboursement"",""171-2799572-9994756"",""F0-IEFL-VJDK"",""KEXMY FLORATECK - Sugar-Royal - PLAGRON - 100ml"",""1"",""amazon.fr"",""Vendeur"",""Montesson"","""",""78360"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"28 juin 2024 05:03:29 UTC,""22439223312"",""Remboursement"",""171-6135838-0421135"",""0V-X1Y8-EK2L"",""MULTIPET Lamb Chop Plush Dog Squeak Toy Small with Multiple Squeakers"",""1"",""amazon.fr"",""Vendeur"",""Poitiers"","""",""86000"",""MarketplaceFacilitator"",""-20,83"",""-4,17"",""0"",""0"",""0"",""0"",""0"",""0"",""4,17"",""3,09"",""0"",""0"",""0"",""-17,74"""
"29 juin 2024 12:33:21 UTC,""22439223312"",""Remboursement"",""407-0007123-5565127"",""PL-WC4O-YRBK"",""KEXMY BAYROL spaTime Chaux-ex Whirlpool whirlpoolpflege Spa Time 1 Litre calcinex Spa Hot Tub Perfect-Spa"",""1"",""amazon.fr"",""Vendeur"",""Dinan"","""",""22100"",""MarketplaceFacilitator"",""-23,33"",""-4,67"",""0"",""0"",""0"",""0"",""0"",""0"",""4,67"",""3,46"",""0"",""0"",""0"",""-19,87"""
