"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total"
"24 juin 2024 15:34:36 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,00","1,20","0","0","0","0","-3,00","-0,60","0","0","-4,57","0","0","-0,97"
"24 juin 2024 15:34:36 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,00","1,20","0","0","0","0","-3,00","-0,60","0","0","-4,57","0","0","-0,97"
"24 juin 2024 15:34:36 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,00","1,20","0","0","0","0","-3,00","-0,60","0","0","-4,57","0","0","-0,97"
"24 juin 2024 15:34:36 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","10","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","60,00","12,00","0","0","0","0","-30,00","-6,00","0","0","-45,70","0","0","-9,70"
"24 juin 2024 15:34:36 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,00","1,20","0","0","0","0","-3,00","-0,60","0","0","-4,57","0","0","-0,97"
"24 juin 2024 15:41:16 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","6","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","MarketplaceFacilitator","36,00","7,20","0","0","0","0","-18,00","-3,60","-5,40","-5,04","-27,42","0","0","-16,26"
"24 juin 2024 15:41:16 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","3","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","18,00","3,60","0","0","0","0","-9,00","-1,80","0","0","-13,71","0","0","-2,91"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","MarketplaceFacilitator","6,00","1,20","0","0","0","0","-3,00","-0,60","-20,40","-19,04","-4,57","0","0","-40,41"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","3","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","18,00","3,60","0","0","0","0","-9,00","-1,80","0","0","-13,71","0","0","-2,91"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,00","1,20","0","0","0","0","-3,00","-0,60","0","0","-4,57","0","0","-0,97"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,00","1,20","0","0","0","0","-3,00","-0,60","0","0","-4,57","0","0","-0,97"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","7","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","42,00","8,40","0","0","0","0","-21,00","-4,20","0","0","-31,99","0","0","-6,79"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","3","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","18,00","3,60","0","0","0","0","-9,00","-1,80","0","0","-13,71","0","0","-2,91"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","2","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","12,00","2,40","0","0","0","0","-6,00","-1,20","0","0","-9,14","0","0","-1,94"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","3","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","18,00","3,60","0","0","0","0","-9,00","-1,80","0","0","-13,71","0","0","-2,91"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,00","1,20","0","0","0","0","-3,00","-0,60","0","0","-4,57","0","0","-0,97"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","6","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","36,00","7,20","0","0","0","0","-18,00","-3,60","0","0","-27,42","0","0","-5,82"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","2","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","12,00","2,40","0","0","0","0","-6,00","-1,20","0","0","-9,14","0","0","-1,94"
"24 juin 2024 21:13:12 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","4","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","24,00","4,80","0","0","0","0","-12,00","-2,40","0","0","-18,28","0","0","-3,88"
"24 juin 2024 21:13:29 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","4","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","MarketplaceFacilitator","24,00","4,80","0","0","0","0","-12,00","-2,40","-20,40","-19,04","-18,28","0","0","-43,32"
"24 juin 2024 21:13:29 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","4","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","24,00","4,80","0","0","0","0","-12,00","-2,40","0","0","-18,28","0","0","-3,88"
"24 juin 2024 21:13:29 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","4","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","24,00","4,80","0","0","0","0","-12,00","-2,40","0","0","-18,28","0","0","-3,88"
"24 juin 2024 21:13:29 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,00","1,20","0","0","0","0","-3,00","-0,60","0","0","-4,57","0","0","-0,97"
"24 juin 2024 21:13:29 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","9","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","54,00","10,80","0","0","0","0","-27,00","-5,40","0","0","-41,13","0","0","-8,73"
"24 juin 2024 21:13:29 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","6","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","36,00","7,20","0","0","0","0","-18,00","-3,60","0","0","-27,42","0","0","-5,82"
"24 juin 2024 21:13:29 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","6","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","36,00","7,20","0","0","0","0","-18,00","-3,60","0","0","-27,42","0","0","-5,82"
"25 juin 2024 01:06:59 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Rï¿½pulsif Ultrason Anti Moustique - Repulsif Moustique - Rï¿½pulsif Souris - Rï¿½pulsif Ultrason Souris","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","MarketplaceFacilitator","6,00","1,20","0","0","0","0","-3,00","-0,60","-0,60","-0,56","-4,57","0","0","-2,13"
"25 juin 2024 02:39:34 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Rï¿½pulsif Ultrason Anti Moustique - Repulsif Moustique - Rï¿½pulsif Souris - Rï¿½pulsif Ultrason Souris","4","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","MarketplaceFacilitator","24,00","4,80","0","0","0","0","-12,00","-2,40","-7,20","-6,72","-18,28","0","0","-17,80"
"25 juin 2024 02:39:34 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Rï¿½pulsif Ultrason Anti Moustique - Repulsif Moustique - Rï¿½pulsif Souris - Rï¿½pulsif Ultrason Souris","8","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","48,00","9,60","0","0","0","0","-24,00","-4,80","0","0","-36,56","0","0","-7,76"
"25 juin 2024 03:25:40 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Rï¿½pulsif Ultrason Anti Moustique - Repulsif Moustique - Rï¿½pulsif Souris - Rï¿½pulsif Ultrason Souris","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","MarketplaceFacilitator","6,00","1,20","0","0","0","0","-3,00","-0,60","-15,60","-14,56","-4,57","0","0","-31,13"
"25 juin 2024 03:25:40 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Rï¿½pulsif Ultrason Anti Moustique - Repulsif Moustique - Rï¿½pulsif Souris - Rï¿½pulsif Ultrason Souris","9","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","54,00","10,80","0","0","0","0","-27,00","-5,40","0","0","-41,13","0","0","-8,73"
"25 juin 2024 03:25:40 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Rï¿½pulsif Ultrason Anti Moustique - Repulsif Moustique - Rï¿½pulsif Souris - Rï¿½pulsif Ultrason Souris","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","6,00","1,20","0","0","0","0","-3,00","-0,60","0","0","-4,57","0","0","-0,97"
"25 juin 2024 03:25:40 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Rï¿½pulsif Ultrason Anti Moustique - Repulsif Moustique - Rï¿½pulsif Souris - Rï¿½pulsif Ultrason Souris","5","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","30,00","6,00","0","0","0","0","-15,00","-3,00","0","0","-22,85","0","0","-4,85"
"25 juin 2024 03:25:40 UTC","22454154162","Commande","404-8832788-1730741","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Rï¿½pulsif Ultrason Anti Moustique - Repulsif Moustique - Rï¿½pulsif Souris - Rï¿½pulsif Ultrason Souris","10","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","60,00","12,00","0","0","0","0","-30,00","-6,00","0","0","-45,70","0","0","-9,70"
"25 juin 2024 07:15:34 UTC","22454154162","Commande","404-7419930-1615518","3M-PTQI-FR99","Collier Anti-Puces Et Anti-Tiques pour Chien 25 Pouces - Collier Anti Puces Chien - Anti Puce Collier Chien d'une Durée De 12 Mois avec Huiles Essent","1","amazon.fr","Amazon","Nicorps","","50200","MarketplaceFacilitator","10,79","2,16","1,67","0,33","0","0","0","0","-2,49","-2,00","-6,12","0","0","4,34"
"25 juin 2024 20:38:52 UTC","22454154162","Commande","171-4770717-7709120","3M-PTQI-FR99","Collier Anti-Puces Et Anti-Tiques pour Chien 25 Pouces - Collier Anti Puces Chien - Anti Puce Collier Chien d'une Durée De 12 Mois avec Huiles Essent","1","amazon.fr","Amazon","Ecurie","","62223","MarketplaceFacilitator","10,79","2,16","3,32","0,67","0","0","0","0","-2,83","-2,00","-7,77","0","0","4,34"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","2","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","MarketplaceFacilitator","10,34","2,06","0","0","0","0","-10,34","-2,06","0","-10,80","-9,14","0","0","-19,94"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","2","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","10,34","2,06","0","0","0","0","-10,34","-2,06","0","0","-9,14","0","0","-9,14"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","3","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","15,51","3,09","0","0","0","0","-15,51","-3,09","0","0","-13,71","0","0","-13,71"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","1","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","5,17","1,03","0","0","0","0","-5,17","-1,03","0","0","-4,57","0","0","-4,57"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","2","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","10,34","2,06","0","0","0","0","-10,34","-2,06","0","0","-9,14","0","0","-9,14"
"28 juin 2024 22:22:40 UTC","22454154162","Commande","406-1245813-6418726","63-NPQ9-MR4K","KEXMY 6 Paquets Repulsif Moustique - Répulsif Ultrason Anti Moustique - Repulsif Moustique - Répulsif Souris - Répulsif Ultrason Souris pour Mousti","6","amazon.fr","Amazon","Le Kremlin Bicetre","","94270","","31,02","6,18","0","0","0","0","-31,02","-6,18","0","0","-27,42","0","0","-27,42"
