"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total"
"3 mai 2024 16:32:41 UTC","22064180512","Commande","405-3334639-6206762","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Cormicy","","51220","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"3 mai 2024 18:40:31 UTC","22064180512","Commande","406-7695111-6524324","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","Marseille","","13012","MarketplaceFacilitator","53,24","10,66","0","0","0","0","0","0","-10,66","-9,88","-10,36","0","0","33,00"
"4 mai 2024 00:55:15 UTC","22064180512","Commande","407-5489104-7869104","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","St paul les dax","","40990","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"4 mai 2024 00:57:52 UTC","22064180512","Commande","407-2586676-1834733","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","MONTPELLIER","","34090","MarketplaceFacilitator","53,24","10,66","0","0","0","0","0","0","-10,66","-9,88","-10,36","0","0","33,00"
"4 mai 2024 03:04:23 UTC","22064180512","Commande","405-3212792-5475546","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","lion en beauce","","45410","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"4 mai 2024 08:07:09 UTC","22064180512","Commande","171-8630816-3106761","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","POULLAN SUR MER","France","29100","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"4 mai 2024 08:11:26 UTC","22064180512","Commande","406-0701592-7736361","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","La grande motte","","34280","MarketplaceFacilitator","53,24","10,66","0","0","0","0","0","0","-10,66","-9,88","-10,36","0","0","33,00"
"4 mai 2024 09:28:08 UTC","22064180512","Commande","404-6435361-0757944","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Roqueseriere","","31380","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"4 mai 2024 10:43:08 UTC","22064180512","Commande","404-2633587-8560343","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","Salles sur mer","","17220","MarketplaceFacilitator","53,24","10,66","0","0","0","0","0","0","-10,66","-9,88","-10,36","0","0","33,00"
"4 mai 2024 10:46:35 UTC","22064180512","Commande","407-2265771-5132347","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Louveciennes","","78430","MarketplaceFacilitator","26,62","5,33","0,42","0,08","0","0","-0,42","-0,08","-5,33","-4,94","-5,18","0","0","16,50"
"4 mai 2024 15:06:49 UTC","22064180512","Commande","408-1574434-9140323","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Marguerittes","","30320","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"4 mai 2024 20:35:25 UTC","22064180512","Commande","404-7448603-9270759","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","CAGNONCLES","","59161","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"5 mai 2024 15:33:15 UTC","22064180512","Commande","404-0028440-3715555","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","Aix-en-Provence","","13540","MarketplaceFacilitator","53,24","10,66","0","0","0","0","0","0","-10,66","-9,88","-10,36","0","0","33,00"
"5 mai 2024 16:43:12 UTC","22064180512","Commande","405-9465516-4143531","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","SCILLE","","79240","MarketplaceFacilitator","26,62","5,33","1,67","0,33","0","0","-1,67","-0,33","-5,33","-4,94","-5,18","0","0","16,50"
"5 mai 2024 21:21:59 UTC","22064180512","Commande","403-1885400-7973918","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","crouy","","02880","MarketplaceFacilitator","53,24","10,66","0","0","0","0","0","0","-10,66","-9,88","-10,36","0","0","33,00"
"5 mai 2024 23:08:51 UTC","22064180512","Commande","407-6545589-4764330","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","Ermont","IDF","95120","MarketplaceFacilitator","53,24","10,66","0","0","0","0","0","0","-10,66","-9,88","-10,36","0","0","33,00"
"6 mai 2024 00:45:19 UTC","22064180512","Commande","402-9280831-8345959","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Castelnau D Auzan","","32440","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"6 mai 2024 06:22:11 UTC","22157713492","Commande","407-5740776-9397955","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","Le Bourdeix","","24300","MarketplaceFacilitator","53,24","10,66","0","0","0","0","0","0","-10,66","-9,88","-10,36","0","0","33,00"
"6 mai 2024 11:13:43 UTC","22157713492","Commande","403-3112539-4196356","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","LANET","","11330","MarketplaceFacilitator","26,62","5,33","1,90","0,38","0","0","-1,90","-0,38","-5,33","-4,94","-5,18","0","0","16,50"
"6 mai 2024 13:55:34 UTC","22157713492","Commande","408-1014928-0194714","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Castelsarrasin","","82100","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"6 mai 2024 14:02:21 UTC","22157713492","Commande","405-8087501-8197950","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Vogelgrun","","68600","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"6 mai 2024 14:21:58 UTC","22157713492","Commande","407-9371393-7423545","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Saint-Angel","","03170","MarketplaceFacilitator","26,62","5,33","1,66","0,33","0","0","-1,66","-0,33","-5,33","-4,94","-5,18","0","0","16,50"
"6 mai 2024 14:49:30 UTC","22157713492","Commande","404-2013011-3505126","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","ALBENS","","73410","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-10,66","-9,88","-5,18","0","0","6,23"
"6 mai 2024 14:49:30 UTC","22157713492","Commande","404-2013011-3505126","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","ALBENS","","73410","","26,62","5,33","0","0","0","0","0","0","0","0","-5,18","0","0","26,77"
"6 mai 2024 15:24:24 UTC","22157713492","Commande","406-6276759-6205163","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Saint-Céré","","46400","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-10,66","-9,88","-5,18","0","0","6,23"
"6 mai 2024 15:24:24 UTC","22157713492","Commande","406-6276759-6205163","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Saint-Céré","","46400","","26,62","5,33","0","0","0","0","0","0","0","0","-5,18","0","0","26,77"
"6 mai 2024 17:52:08 UTC","22157713492","Commande","407-5575013-3078703","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","Beuzeville La Guerard","","76450","MarketplaceFacilitator","53,24","10,66","0","0","0","0","0","0","-10,66","-9,88","-10,36","0","0","33,00"
"7 mai 2024 00:41:59 UTC","22157713492","Commande","405-8129646-9838734","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Chivres-Val","","02880","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"7 mai 2024 07:20:34 UTC","22157713492","Commande","407-0131988-2656334","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Le croisty","","56540","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"7 mai 2024 07:21:24 UTC","22157713492","Commande","407-9116447-9287551","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Nantes","","44100","","31,95","0","3,99","0","0","0","0","0","0","-4,94","-8,50","0","0","22,50"
"7 mai 2024 15:17:12 UTC","22157713492","Commande","405-3297655-8565928","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Bivange","","L-3323","MarketplaceFacilitator","26,62","4,53","1,28","0,22","0","0","-1,28","-0,22","-4,53","-4,94","-5,18","0","0","16,50"
"7 mai 2024 16:18:00 UTC","22157713492","Commande","171-0980802-3067533","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","POULLAN SUR MER","France","29100","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"8 mai 2024 20:35:34 UTC","22157713492","Commande","403-1296035-8026751","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","SERCY","","71460","MarketplaceFacilitator","53,24","10,66","3,33","0,66","0","0","-3,33","-0,66","-10,66","-9,88","-10,36","0","0","33,00"
"9 mai 2024 01:11:56 UTC","22157713492","Commande","403-4465093-9681937","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Paris","France","75011","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"9 mai 2024 15:16:37 UTC","22157713492","Commande","402-5408140-5507543","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Havré","","7021","MarketplaceFacilitator","26,62","5,59","0","0","0","0","0","0","-5,59","-4,94","-5,18","0","0","16,50"
"9 mai 2024 18:33:02 UTC","22157713492","Commande","171-4662205-8454713","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","GRESY SUR AIX","","73100","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"9 mai 2024 20:33:04 UTC","22157713492","Commande","405-1417666-4213154","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Pontacq","","64530","MarketplaceFacilitator","26,62","5,33","0,67","0,13","0","0","-0,67","-0,13","-5,33","-4,94","-5,18","0","0","16,50"
"9 mai 2024 21:01:27 UTC","22157713492","Commande","171-4536052-1825160","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Paris","","75016","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"9 mai 2024 21:42:04 UTC","22157713492","Commande","402-5285622-0774712","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Saint Elix Theux","occitanie","32300","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"9 mai 2024 21:53:56 UTC","22157713492","Commande","406-0247359-7570707","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Crouy Sur Cosson","","41220","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"9 mai 2024 22:36:14 UTC","22157713492","Frais de service","","","Prix de la publicité","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","-525,45","0","-525,45"
"10 mai 2024 09:44:51 UTC","22157713492","Frais de stock Expédié par Amazon","","","Frais de stockage Expédié par Amazon","","Amazon.fr","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-6,48","-6,48"
"10 mai 2024 10:05:22 UTC","22157713492","Commande","403-0380167-3348342","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Mas D Auvignon","","32700","MarketplaceFacilitator","26,62","5,33","3,32","0,67","0","0","0","0","-6,00","-4,94","-8,50","0","0","16,50"
"10 mai 2024 12:51:13 UTC","22157713492","Commande","405-0346784-1939570","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Ste Consorçe","","69280","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"10 mai 2024 13:21:26 UTC","22157713492","Commande","402-0894354-5230759","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","nonville","","77140","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"10 mai 2024 16:25:09 UTC","22157713492","Commande","403-7471258-7718763","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Sornay","","71500","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"10 mai 2024 18:40:58 UTC","22157713492","Commande","405-2231099-9521150","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","JALLERANGE","","25170","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"10 mai 2024 20:03:54 UTC","22157713492","Commande","403-1801907-0359567","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","St Evarzec","","29170","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"11 mai 2024 01:09:30 UTC","22157713492","Commande","408-2372006-2788313","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Monnaie","","37380","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"11 mai 2024 07:25:51 UTC","22157713492","Commande","405-7786931-1888309","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Stundwiller","","67250","MarketplaceFacilitator","26,62","5,33","3,32","0,67","0","0","0","0","-6,00","-4,94","-8,50","0","0","16,50"
"11 mai 2024 11:32:47 UTC","22157713492","Commande","171-8634817-5241131","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","2","amazon.fr","Amazon","Les Gonds","","17100","MarketplaceFacilitator","53,24","10,66","3,33","0,66","0","0","-3,33","-0,66","-10,66","-9,88","-10,36","0","0","33,00"
"11 mai 2024 19:45:15 UTC","22157713492","Commande","403-7946526-2795546","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","Goin","","57420","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
"11 mai 2024 21:24:53 UTC","22157713492","Commande","402-0085134-5997964","55-IKR5-MTZ7","RUNADI Lot de 2 répulsifs solaires pour Taupes - Repulsif Serpent - Répulsif Contre Les Insectes d'extérieur - Résistant aux intempéries pour Tau","1","amazon.fr","Amazon","AUBEPIERRE OZOUER LE REPOS","","77720","MarketplaceFacilitator","26,62","5,33","0","0","0","0","0","0","-5,33","-4,94","-5,18","0","0","16,50"
